"Region";"Aldersgruppe";"Bekræftede tilfælde";"Døde";"Indlagte på intensiv afdeling";"Indlagte";"Dato"
;0-9;1;0;0;0;15/03/2021
Hovedstaden;0-9;243;0;0;1;15/03/2021
Midtjylland;0-9;76;0;0;0;15/03/2021
Nordjylland;0-9;18;0;0;0;15/03/2021
Sjælland;0-9;52;0;0;0;15/03/2021
Syddanmark;0-9;129;0;1;1;15/03/2021
;10-19;5;0;0;0;15/03/2021
Hovedstaden;10-19;264;0;0;2;15/03/2021
Midtjylland;10-19;139;0;0;1;15/03/2021
Nordjylland;10-19;45;0;0;0;15/03/2021
Sjælland;10-19;98;0;0;1;15/03/2021
Syddanmark;10-19;197;0;0;0;15/03/2021
;20-29;17;0;0;0;15/03/2021
Hovedstaden;20-29;312;0;1;6;15/03/2021
Midtjylland;20-29;176;0;0;0;15/03/2021
Nordjylland;20-29;72;0;0;0;15/03/2021
Sjælland;20-29;82;0;0;0;15/03/2021
Syddanmark;20-29;204;0;1;3;15/03/2021
;30-39;19;0;0;0;15/03/2021
Hovedstaden;30-39;265;0;1;4;15/03/2021
Midtjylland;30-39;134;0;2;4;15/03/2021
Nordjylland;30-39;42;0;1;1;15/03/2021
Sjælland;30-39;94;0;1;2;15/03/2021
Syddanmark;30-39;147;0;1;1;15/03/2021
;40-49;24;0;0;0;15/03/2021
Hovedstaden;40-49;269;0;2;7;15/03/2021
Midtjylland;40-49;131;0;1;1;15/03/2021
Nordjylland;40-49;41;0;0;0;15/03/2021
Sjælland;40-49;111;0;0;1;15/03/2021
Syddanmark;40-49;158;0;0;0;15/03/2021
;50-59;12;0;1;1;15/03/2021
Hovedstaden;50-59;217;0;1;5;15/03/2021
Midtjylland;50-59;123;0;1;3;15/03/2021
Nordjylland;50-59;50;0;0;0;15/03/2021
Sjælland;50-59;95;0;2;2;15/03/2021
Syddanmark;50-59;144;0;3;3;15/03/2021
;60-69;1;0;0;0;15/03/2021
Hovedstaden;60-69;117;0;5;7;15/03/2021
Midtjylland;60-69;86;0;0;0;15/03/2021
Nordjylland;60-69;30;0;0;0;15/03/2021
Sjælland;60-69;63;0;1;1;15/03/2021
Syddanmark;60-69;68;0;0;1;15/03/2021
Hovedstaden;70-79;69;0;3;6;15/03/2021
Midtjylland;70-79;32;0;0;0;15/03/2021
Nordjylland;70-79;19;0;0;0;15/03/2021
Sjælland;70-79;47;0;2;5;15/03/2021
Syddanmark;70-79;26;0;3;5;15/03/2021
Hovedstaden;80-89;32;0;4;7;15/03/2021
Midtjylland;80-89;12;0;0;0;15/03/2021
Nordjylland;80-89;5;1;0;0;15/03/2021
Sjælland;80-89;10;0;3;4;15/03/2021
Syddanmark;80-89;6;0;1;2;15/03/2021
Hovedstaden;90+;1;0;0;0;15/03/2021
Sjælland;90+;2;0;1;1;15/03/2021
