"Region";"Bekræftede tilfælde";"Incidens";"Bekræftede tilfælde de senest 7 dage";"Incidens de seneste 7 dage";"Testede";"Test incidens";"Testede de seneste 7 dage";"Test incidens de seneste 7 dage";"Positivprocent de seneste 7 dage"
Hovedstaden;106495;5793;2289;124,5;1530802;83266;280626;15264;0,82
Midtjylland;38969;2945;646;48,8;1015261;76723;206650;15616;0,31
Nordjylland;15122;2568;261;44,3;485507;82433;98918;16795;0,26
Sjælland;31153;3730;544;65,1;626945;75061;126350;15127;0,43
Syddanmark;32041;2624;1152;94,4;929260;76116;216306;17718;0,53
