"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
376;20-29;185;2021-03-17
390;20-29;119;2021-03-17
400;20-29;52;2021-03-17
410;20-29;78;2021-03-17
420;20-29;72;2021-03-17
430;20-29;120;2021-03-17
440;20-29;55;2021-03-17
450;20-29;89;2021-03-17
461;20-29;1914;2021-03-17
479;20-29;139;2021-03-17
480;20-29;71;2021-03-17
482;20-29;10;2021-03-17
492;20-29;4;2021-03-17
510;20-29;173;2021-03-17
530;20-29;71;2021-03-17
540;20-29;238;2021-03-17
550;20-29;81;2021-03-17
561;20-29;495;2021-03-17
563;20-29;2;2021-03-17
573;20-29;158;2021-03-17
575;20-29;127;2021-03-17
580;20-29;155;2021-03-17
607;20-29;182;2021-03-17
615;20-29;474;2021-03-17
621;20-29;465;2021-03-17
630;20-29;559;2021-03-17
657;20-29;306;2021-03-17
661;20-29;260;2021-03-17
665;20-29;44;2021-03-17
671;20-29;71;2021-03-17
706;20-29;79;2021-03-17
707;20-29;80;2021-03-17
710;20-29;121;2021-03-17
727;20-29;36;2021-03-17
730;20-29;410;2021-03-17
740;20-29;316;2021-03-17
741;20-29;4;2021-03-17
746;20-29;179;2021-03-17
751;20-29;4588;2021-03-17
756;20-29;126;2021-03-17
760;20-29;164;2021-03-17
766;20-29;139;2021-03-17
773;20-29;73;2021-03-17
779;20-29;127;2021-03-17
787;20-29;135;2021-03-17
791;20-29;226;2021-03-17
810;20-29;101;2021-03-17
813;20-29;153;2021-03-17
820;20-29;99;2021-03-17
825;20-29;3;2021-03-17
840;20-29;52;2021-03-17
846;20-29;132;2021-03-17
849;20-29;92;2021-03-17
851;20-29;1820;2021-03-17
860;20-29;152;2021-03-17
;30-39;346;2021-03-17
011;30-39;176;2021-03-17
019;30-39;23;2021-03-17
101;30-39;7125;2021-03-17
147;30-39;906;2021-03-17
151;30-39;375;2021-03-17
153;30-39;413;2021-03-17
155;30-39;78;2021-03-17
157;30-39;348;2021-03-17
159;30-39;595;2021-03-17
161;30-39;259;2021-03-17
163;30-39;287;2021-03-17
165;30-39;290;2021-03-17
167;30-39;520;2021-03-17
169;30-39;599;2021-03-17
173;30-39;283;2021-03-17
175;30-39;381;2021-03-17
183;30-39;369;2021-03-17
185;30-39;324;2021-03-17
187;30-39;230;2021-03-17
190;30-39;217;2021-03-17
201;30-39;99;2021-03-17
210;30-39;210;2021-03-17
217;30-39;330;2021-03-17
219;30-39;282;2021-03-17
223;30-39;73;2021-03-17
230;30-39;229;2021-03-17
240;30-39;278;2021-03-17
250;30-39;161;2021-03-17
253;30-39;350;2021-03-17
259;30-39;355;2021-03-17
260;30-39;97;2021-03-17
265;30-39;511;2021-03-17
269;30-39;170;2021-03-17
270;30-39;148;2021-03-17
306;30-39;78;2021-03-17
316;30-39;299;2021-03-17
320;30-39;151;2021-03-17
326;30-39;147;2021-03-17
329;30-39;177;2021-03-17
330;30-39;440;2021-03-17
336;30-39;89;2021-03-17
340;30-39;102;2021-03-17
350;30-39;153;2021-03-17
360;30-39;101;2021-03-17
370;30-39;332;2021-03-17
376;30-39;195;2021-03-17
390;30-39;133;2021-03-17
400;30-39;70;2021-03-17
410;30-39;79;2021-03-17
420;30-39;89;2021-03-17
430;30-39;112;2021-03-17
440;30-39;46;2021-03-17
450;30-39;101;2021-03-17
461;30-39;968;2021-03-17
479;30-39;97;2021-03-17
480;30-39;65;2021-03-17
482;30-39;14;2021-03-17
492;30-39;1;2021-03-17
510;30-39;98;2021-03-17
530;30-39;81;2021-03-17
540;30-39;181;2021-03-17
550;30-39;68;2021-03-17
561;30-39;351;2021-03-17
563;30-39;5;2021-03-17
573;30-39;149;2021-03-17
575;30-39;126;2021-03-17
580;30-39;144;2021-03-17
607;30-39;153;2021-03-17
615;30-39;369;2021-03-17
621;30-39;484;2021-03-17
630;30-39;526;2021-03-17
657;30-39;314;2021-03-17
661;30-39;218;2021-03-17
665;30-39;49;2021-03-17
671;30-39;78;2021-03-17
706;30-39;81;2021-03-17
707;30-39;74;2021-03-17
710;30-39;161;2021-03-17
727;30-39;56;2021-03-17
730;30-39;326;2021-03-17
740;30-39;321;2021-03-17
741;30-39;6;2021-03-17
746;30-39;246;2021-03-17
751;30-39;1954;2021-03-17
756;30-39;121;2021-03-17
760;30-39;130;2021-03-17
766;30-39;120;2021-03-17
773;30-39;42;2021-03-17
779;30-39;105;2021-03-17
787;30-39;119;2021-03-17
791;30-39;235;2021-03-17
810;30-39;128;2021-03-17
813;30-39;152;2021-03-17
820;30-39;107;2021-03-17
840;30-39;97;2021-03-17
846;30-39;118;2021-03-17
849;30-39;117;2021-03-17
851;30-39;776;2021-03-17
860;30-39;168;2021-03-17
961;30-39;1;2021-03-17
;40-49;304;2021-03-17
011;40-49;172;2021-03-17
012;40-49;1;2021-03-17
019;40-49;15;2021-03-17
101;40-49;5045;2021-03-17
147;40-49;788;2021-03-17
151;40-49;470;2021-03-17
153;40-49;428;2021-03-17
155;40-49;106;2021-03-17
157;40-49;572;2021-03-17
159;40-49;609;2021-03-17
161;40-49;220;2021-03-17
163;40-49;337;2021-03-17
165;40-49;349;2021-03-17
167;40-49;581;2021-03-17
169;40-49;599;2021-03-17
173;40-49;376;2021-03-17
175;40-49;446;2021-03-17
183;40-49;372;2021-03-17
185;40-49;469;2021-03-17
187;40-49;220;2021-03-17
190;40-49;269;2021-03-17
201;40-49;135;2021-03-17
210;40-49;271;2021-03-17
217;40-49;451;2021-03-17
219;40-49;319;2021-03-17
223;40-49;130;2021-03-17
230;40-49;379;2021-03-17
240;40-49;397;2021-03-17
250;40-49;251;2021-03-17
253;40-49;488;2021-03-17
259;40-49;465;2021-03-17
260;40-49;118;2021-03-17
265;40-49;545;2021-03-17
269;40-49;216;2021-03-17
270;40-49;229;2021-03-17
306;40-49;125;2021-03-17
316;40-49;413;2021-03-17
320;40-49;218;2021-03-17
326;40-49;214;2021-03-17
329;40-49;256;2021-03-17
330;40-49;588;2021-03-17
336;40-49;135;2021-03-17
340;40-49;164;2021-03-17
350;40-49;191;2021-03-17
360;40-49;165;2021-03-17
370;40-49;434;2021-03-17
376;40-49;226;2021-03-17
390;40-49;195;2021-03-17
400;40-49;96;2021-03-17
410;40-49;132;2021-03-17
420;40-49;103;2021-03-17
430;40-49;148;2021-03-17
440;40-49;81;2021-03-17
450;40-49;131;2021-03-17
461;40-49;907;2021-03-17
479;40-49;202;2021-03-17
480;40-49;96;2021-03-17
482;40-49;17;2021-03-17
492;40-49;5;2021-03-17
510;40-49;143;2021-03-17
530;40-49;99;2021-03-17
540;40-49;318;2021-03-17
550;40-49;105;2021-03-17
561;40-49;450;2021-03-17
563;40-49;11;2021-03-17
573;40-49;161;2021-03-17
575;40-49;169;2021-03-17
580;40-49;153;2021-03-17
607;40-49;192;2021-03-17
615;40-49;430;2021-03-17
621;40-49;470;2021-03-17
630;40-49;499;2021-03-17
657;40-49;315;2021-03-17
661;40-49;292;2021-03-17
665;40-49;43;2021-03-17
671;40-49;105;2021-03-17
706;40-49;115;2021-03-17
707;40-49;91;2021-03-17
710;40-49;191;2021-03-17
727;40-49;90;2021-03-17
730;40-49;389;2021-03-17
740;40-49;408;2021-03-17
741;40-49;8;2021-03-17
746;40-49;338;2021-03-17
751;40-49;1706;2021-03-17
756;40-49;152;2021-03-17
760;40-49;141;2021-03-17
766;40-49;193;2021-03-17
773;40-49;84;2021-03-17
779;40-49;129;2021-03-17
787;40-49;137;2021-03-17
791;40-49;313;2021-03-17
810;40-49;136;2021-03-17
813;40-49;168;2021-03-17
820;40-49;94;2021-03-17
825;40-49;5;2021-03-17
840;40-49;102;2021-03-17
846;40-49;145;2021-03-17
849;40-49;149;2021-03-17
851;40-49;780;2021-03-17
860;40-49;193;2021-03-17
;50-59;215;2021-03-17
011;50-59;94;2021-03-17
012;50-59;2;2021-03-17
019;50-59;7;2021-03-17
101;50-59;4198;2021-03-17
147;50-59;681;2021-03-17
151;50-59;489;2021-03-17
153;50-59;387;2021-03-17
155;50-59;127;2021-03-17
157;50-59;598;2021-03-17
159;50-59;615;2021-03-17
161;50-59;198;2021-03-17
163;50-59;310;2021-03-17
165;50-59;291;2021-03-17
167;50-59;475;2021-03-17
169;50-59;489;2021-03-17
173;50-59;373;2021-03-17
175;50-59;364;2021-03-17
183;50-59;311;2021-03-17
185;50-59;354;2021-03-17
187;50-59;161;2021-03-17
190;50-59;276;2021-03-17
201;50-59;168;2021-03-17
210;50-59;314;2021-03-17
217;50-59;545;2021-03-17
219;50-59;376;2021-03-17
223;50-59;196;2021-03-17
230;50-59;458;2021-03-17
240;50-59;390;2021-03-17
250;50-59;285;2021-03-17
253;50-59;446;2021-03-17
259;50-59;510;2021-03-17
260;50-59;159;2021-03-17
265;50-59;551;2021-03-17
269;50-59;203;2021-03-17
270;50-59;283;2021-03-17
306;50-59;144;2021-03-17
316;50-59;449;2021-03-17
320;50-59;252;2021-03-17
326;50-59;241;2021-03-17
329;50-59;233;2021-03-17
330;50-59;543;2021-03-17
336;50-59;132;2021-03-17
340;50-59;136;2021-03-17
350;50-59;193;2021-03-17
360;50-59;161;2021-03-17
370;50-59;507;2021-03-17
376;50-59;283;2021-03-17
390;50-59;201;2021-03-17
400;50-59;97;2021-03-17
410;50-59;154;2021-03-17
420;50-59;111;2021-03-17
430;50-59;175;2021-03-17
440;50-59;102;2021-03-17
450;50-59;143;2021-03-17
461;50-59;878;2021-03-17
479;50-59;203;2021-03-17
480;50-59;92;2021-03-17
482;50-59;27;2021-03-17
492;50-59;11;2021-03-17
510;50-59;151;2021-03-17
530;50-59;91;2021-03-17
540;50-59;258;2021-03-17
550;50-59;110;2021-03-17
561;50-59;489;2021-03-17
573;50-59;179;2021-03-17
575;50-59;152;2021-03-17
580;50-59;221;2021-03-17
607;50-59;195;2021-03-17
615;50-59;395;2021-03-17
621;50-59;395;2021-03-17
630;50-59;470;2021-03-17
657;50-59;343;2021-03-17
661;50-59;306;2021-03-17
665;50-59;90;2021-03-17
671;50-59;125;2021-03-17
706;50-59;124;2021-03-17
707;50-59;129;2021-03-17
710;50-59;192;2021-03-17
727;50-59;100;2021-03-17
730;50-59;442;2021-03-17
740;50-59;343;2021-03-17
741;50-59;15;2021-03-17
746;50-59;294;2021-03-17
751;50-59;1682;2021-03-17
756;50-59;166;2021-03-17
760;50-59;187;2021-03-17
766;50-59;194;2021-03-17
773;50-59;107;2021-03-17
779;50-59;139;2021-03-17
787;50-59;173;2021-03-17
791;50-59;308;2021-03-17
810;50-59;173;2021-03-17
813;50-59;281;2021-03-17
820;50-59;113;2021-03-17
825;50-59;6;2021-03-17
840;50-59;100;2021-03-17
846;50-59;154;2021-03-17
849;50-59;177;2021-03-17
851;50-59;763;2021-03-17
860;50-59;251;2021-03-17
;60-69;97;2021-03-17
011;60-69;16;2021-03-17
019;60-69;1;2021-03-17
101;60-69;2095;2021-03-17
147;60-69;359;2021-03-17
151;60-69;216;2021-03-17
153;60-69;241;2021-03-17
155;60-69;70;2021-03-17
157;60-69;346;2021-03-17
159;60-69;334;2021-03-17
161;60-69;108;2021-03-17
163;60-69;180;2021-03-17
165;60-69;160;2021-03-17
167;60-69;276;2021-03-17
169;60-69;249;2021-03-17
173;60-69;203;2021-03-17
175;60-69;221;2021-03-17
183;60-69;140;2021-03-17
185;60-69;205;2021-03-17
187;60-69;73;2021-03-17
190;60-69;131;2021-03-17
201;60-69;75;2021-03-17
210;60-69;180;2021-03-17
217;60-69;325;2021-03-17
219;60-69;207;2021-03-17
223;60-69;109;2021-03-17
230;60-69;219;2021-03-17
240;60-69;164;2021-03-17
250;60-69;142;2021-03-17
253;60-69;203;2021-03-17
259;60-69;196;2021-03-17
260;60-69;114;2021-03-17
265;60-69;282;2021-03-17
269;60-69;96;2021-03-17
270;60-69;175;2021-03-17
306;60-69;119;2021-03-17
316;60-69;280;2021-03-17
320;60-69;128;2021-03-17
326;60-69;169;2021-03-17
329;60-69;103;2021-03-17
330;60-69;290;2021-03-17
336;60-69;77;2021-03-17
340;60-69;106;2021-03-17
350;60-69;91;2021-03-17
360;60-69;133;2021-03-17
370;60-69;295;2021-03-17
376;60-69;201;2021-03-17
390;60-69;131;2021-03-17
400;60-69;69;2021-03-17
410;60-69;92;2021-03-17
420;60-69;58;2021-03-17
430;60-69;89;2021-03-17
440;60-69;64;2021-03-17
450;60-69;90;2021-03-17
461;60-69;444;2021-03-17
479;60-69;119;2021-03-17
480;60-69;60;2021-03-17
482;60-69;28;2021-03-17
492;60-69;4;2021-03-17
510;60-69;85;2021-03-17
530;60-69;49;2021-03-17
540;60-69;123;2021-03-17
550;60-69;70;2021-03-17
561;60-69;262;2021-03-17
563;60-69;7;2021-03-17
573;60-69;129;2021-03-17
575;60-69;88;2021-03-17
580;60-69;118;2021-03-17
607;60-69;111;2021-03-17
615;60-69;182;2021-03-17
621;60-69;248;2021-03-17
630;60-69;249;2021-03-17
657;60-69;214;2021-03-17
661;60-69;198;2021-03-17
665;60-69;45;2021-03-17
671;60-69;80;2021-03-17
706;60-69;78;2021-03-17
707;60-69;81;2021-03-17
710;60-69;81;2021-03-17
727;60-69;56;2021-03-17
730;60-69;238;2021-03-17
740;60-69;192;2021-03-17
741;60-69;24;2021-03-17
746;60-69;163;2021-03-17
751;60-69;939;2021-03-17
756;60-69;98;2021-03-17
760;60-69;108;2021-03-17
766;60-69;104;2021-03-17
773;60-69;56;2021-03-17
779;60-69;80;2021-03-17
787;60-69;153;2021-03-17
791;60-69;171;2021-03-17
810;60-69;91;2021-03-17
813;60-69;167;2021-03-17
820;60-69;93;2021-03-17
825;60-69;3;2021-03-17
840;60-69;67;2021-03-17
846;60-69;127;2021-03-17
849;60-69;124;2021-03-17
851;60-69;464;2021-03-17
860;60-69;149;2021-03-17
;70-79;26;2021-03-17
011;70-79;2;2021-03-17
101;70-79;1182;2021-03-17
147;70-79;319;2021-03-17
151;70-79;153;2021-03-17
153;70-79;142;2021-03-17
155;70-79;41;2021-03-17
157;70-79;210;2021-03-17
159;70-79;175;2021-03-17
161;70-79;74;2021-03-17
163;70-79;97;2021-03-17
165;70-79;93;2021-03-17
167;70-79;112;2021-03-17
169;70-79;161;2021-03-17
173;70-79;138;2021-03-17
175;70-79;98;2021-03-17
183;70-79;98;2021-03-17
185;70-79;138;2021-03-17
187;70-79;64;2021-03-17
190;70-79;84;2021-03-17
201;70-79;62;2021-03-17
210;70-79;124;2021-03-17
217;70-79;220;2021-03-17
219;70-79;131;2021-03-17
223;70-79;82;2021-03-17
230;70-79;139;2021-03-17
240;70-79;160;2021-03-17
250;70-79;99;2021-03-17
253;70-79;135;2021-03-17
259;70-79;170;2021-03-17
260;70-79;66;2021-03-17
265;70-79;189;2021-03-17
269;70-79;70;2021-03-17
270;70-79;123;2021-03-17
306;70-79;82;2021-03-17
316;70-79;131;2021-03-17
320;70-79;73;2021-03-17
326;70-79;116;2021-03-17
329;70-79;46;2021-03-17
330;70-79;213;2021-03-17
336;70-79;68;2021-03-17
340;70-79;47;2021-03-17
350;70-79;58;2021-03-17
360;70-79;81;2021-03-17
370;70-79;190;2021-03-17
376;70-79;142;2021-03-17
390;70-79;76;2021-03-17
400;70-79;80;2021-03-17
410;70-79;47;2021-03-17
420;70-79;27;2021-03-17
430;70-79;64;2021-03-17
440;70-79;29;2021-03-17
450;70-79;60;2021-03-17
461;70-79;251;2021-03-17
479;70-79;82;2021-03-17
480;70-79;37;2021-03-17
482;70-79;15;2021-03-17
492;70-79;6;2021-03-17
510;70-79;41;2021-03-17
530;70-79;54;2021-03-17
540;70-79;78;2021-03-17
550;70-79;41;2021-03-17
561;70-79;179;2021-03-17
563;70-79;11;2021-03-17
573;70-79;85;2021-03-17
575;70-79;50;2021-03-17
580;70-79;84;2021-03-17
607;70-79;68;2021-03-17
615;70-79;125;2021-03-17
621;70-79;130;2021-03-17
630;70-79;150;2021-03-17
657;70-79;97;2021-03-17
661;70-79;118;2021-03-17
665;70-79;31;2021-03-17
671;70-79;44;2021-03-17
706;70-79;62;2021-03-17
707;70-79;48;2021-03-17
710;70-79;55;2021-03-17
727;70-79;33;2021-03-17
730;70-79;131;2021-03-17
740;70-79;139;2021-03-17
741;70-79;10;2021-03-17
746;70-79;112;2021-03-17
751;70-79;464;2021-03-17
756;70-79;63;2021-03-17
760;70-79;63;2021-03-17
766;70-79;61;2021-03-17
773;70-79;50;2021-03-17
779;70-79;65;2021-03-17
787;70-79;90;2021-03-17
791;70-79;98;2021-03-17
810;70-79;86;2021-03-17
813;70-79;103;2021-03-17
820;70-79;50;2021-03-17
825;70-79;2;2021-03-17
840;70-79;37;2021-03-17
846;70-79;71;2021-03-17
849;70-79;63;2021-03-17
851;70-79;294;2021-03-17
860;70-79;100;2021-03-17
;80-89;10;2021-03-17
101;80-89;584;2021-03-17
147;80-89;254;2021-03-17
151;80-89;154;2021-03-17
153;80-89;82;2021-03-17
155;80-89;18;2021-03-17
157;80-89;121;2021-03-17
159;80-89;141;2021-03-17
161;80-89;57;2021-03-17
163;80-89;89;2021-03-17
165;80-89;26;2021-03-17
167;80-89;84;2021-03-17
169;80-89;80;2021-03-17
173;80-89;99;2021-03-17
175;80-89;71;2021-03-17
183;80-89;32;2021-03-17
185;80-89;79;2021-03-17
187;80-89;30;2021-03-17
190;80-89;84;2021-03-17
201;80-89;41;2021-03-17
210;80-89;74;2021-03-17
217;80-89;107;2021-03-17
219;80-89;76;2021-03-17
223;80-89;41;2021-03-17
230;80-89;98;2021-03-17
240;80-89;78;2021-03-17
250;80-89;64;2021-03-17
253;80-89;68;2021-03-17
259;80-89;56;2021-03-17
260;80-89;22;2021-03-17
265;80-89;102;2021-03-17
269;80-89;17;2021-03-17
270;80-89;61;2021-03-17
306;80-89;38;2021-03-17
316;80-89;73;2021-03-17
320;80-89;28;2021-03-17
326;80-89;58;2021-03-17
329;80-89;33;2021-03-17
330;80-89;129;2021-03-17
336;80-89;37;2021-03-17
340;80-89;23;2021-03-17
350;80-89;31;2021-03-17
360;80-89;54;2021-03-17
370;80-89;101;2021-03-17
376;80-89;82;2021-03-17
390;80-89;25;2021-03-17
400;80-89;28;2021-03-17
410;80-89;23;2021-03-17
420;80-89;12;2021-03-17
430;80-89;35;2021-03-17
440;80-89;22;2021-03-17
450;80-89;38;2021-03-17
461;80-89;106;2021-03-17
479;80-89;45;2021-03-17
480;80-89;13;2021-03-17
482;80-89;3;2021-03-17
492;80-89;2;2021-03-17
510;80-89;20;2021-03-17
530;80-89;17;2021-03-17
540;80-89;41;2021-03-17
550;80-89;14;2021-03-17
561;80-89;96;2021-03-17
563;80-89;1;2021-03-17
573;80-89;40;2021-03-17
575;80-89;18;2021-03-17
580;80-89;30;2021-03-17
607;80-89;40;2021-03-17
615;80-89;60;2021-03-17
621;80-89;50;2021-03-17
630;80-89;42;2021-03-17
657;80-89;63;2021-03-17
661;80-89;70;2021-03-17
665;80-89;6;2021-03-17
671;80-89;24;2021-03-17
706;80-89;34;2021-03-17
707;80-89;22;2021-03-17
710;80-89;20;2021-03-17
727;80-89;19;2021-03-17
730;80-89;46;2021-03-17
740;80-89;45;2021-03-17
741;80-89;4;2021-03-17
746;80-89;69;2021-03-17
751;80-89;252;2021-03-17
756;80-89;33;2021-03-17
760;80-89;30;2021-03-17
766;80-89;30;2021-03-17
773;80-89;18;2021-03-17
779;80-89;18;2021-03-17
787;80-89;48;2021-03-17
791;80-89;41;2021-03-17
810;80-89;24;2021-03-17
813;80-89;52;2021-03-17
820;80-89;22;2021-03-17
840;80-89;26;2021-03-17
846;80-89;44;2021-03-17
849;80-89;27;2021-03-17
851;80-89;128;2021-03-17
860;80-89;49;2021-03-17
;90+;5;2021-03-17
101;90+;225;2021-03-17
147;90+;113;2021-03-17
151;90+;24;2021-03-17
153;90+;19;2021-03-17
155;90+;7;2021-03-17
157;90+;59;2021-03-17
159;90+;51;2021-03-17
161;90+;26;2021-03-17
163;90+;36;2021-03-17
165;90+;5;2021-03-17
167;90+;21;2021-03-17
169;90+;28;2021-03-17
173;90+;64;2021-03-17
175;90+;28;2021-03-17
183;90+;5;2021-03-17
185;90+;36;2021-03-17
187;90+;11;2021-03-17
190;90+;38;2021-03-17
201;90+;18;2021-03-17
210;90+;26;2021-03-17
217;90+;26;2021-03-17
219;90+;12;2021-03-17
223;90+;17;2021-03-17
230;90+;42;2021-03-17
