"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
461;20-29;1886;2021-03-12
479;20-29;137;2021-03-12
480;20-29;70;2021-03-12
482;20-29;10;2021-03-12
492;20-29;4;2021-03-12
510;20-29;160;2021-03-12
530;20-29;69;2021-03-12
540;20-29;237;2021-03-12
550;20-29;79;2021-03-12
561;20-29;466;2021-03-12
563;20-29;2;2021-03-12
573;20-29;156;2021-03-12
575;20-29;125;2021-03-12
580;20-29;150;2021-03-12
607;20-29;178;2021-03-12
615;20-29;472;2021-03-12
621;20-29;448;2021-03-12
630;20-29;538;2021-03-12
657;20-29;304;2021-03-12
661;20-29;253;2021-03-12
665;20-29;43;2021-03-12
671;20-29;71;2021-03-12
706;20-29;78;2021-03-12
707;20-29;78;2021-03-12
710;20-29;117;2021-03-12
727;20-29;35;2021-03-12
730;20-29;401;2021-03-12
740;20-29;308;2021-03-12
741;20-29;4;2021-03-12
746;20-29;174;2021-03-12
751;20-29;4540;2021-03-12
756;20-29;122;2021-03-12
760;20-29;161;2021-03-12
766;20-29;137;2021-03-12
773;20-29;72;2021-03-12
779;20-29;123;2021-03-12
787;20-29;133;2021-03-12
791;20-29;221;2021-03-12
810;20-29;100;2021-03-12
813;20-29;153;2021-03-12
820;20-29;94;2021-03-12
825;20-29;3;2021-03-12
840;20-29;50;2021-03-12
846;20-29;127;2021-03-12
849;20-29;91;2021-03-12
851;20-29;1788;2021-03-12
860;20-29;151;2021-03-12
;30-39;338;2021-03-12
011;30-39;171;2021-03-12
019;30-39;23;2021-03-12
101;30-39;7040;2021-03-12
147;30-39;901;2021-03-12
151;30-39;373;2021-03-12
153;30-39;409;2021-03-12
155;30-39;78;2021-03-12
157;30-39;346;2021-03-12
159;30-39;587;2021-03-12
161;30-39;254;2021-03-12
163;30-39;283;2021-03-12
165;30-39;286;2021-03-12
167;30-39;513;2021-03-12
169;30-39;587;2021-03-12
173;30-39;279;2021-03-12
175;30-39;379;2021-03-12
183;30-39;360;2021-03-12
185;30-39;321;2021-03-12
187;30-39;224;2021-03-12
190;30-39;212;2021-03-12
201;30-39;96;2021-03-12
210;30-39;206;2021-03-12
217;30-39;324;2021-03-12
219;30-39;275;2021-03-12
223;30-39;72;2021-03-12
230;30-39;227;2021-03-12
240;30-39;277;2021-03-12
250;30-39;158;2021-03-12
253;30-39;346;2021-03-12
259;30-39;351;2021-03-12
260;30-39;97;2021-03-12
265;30-39;507;2021-03-12
269;30-39;169;2021-03-12
270;30-39;148;2021-03-12
306;30-39;76;2021-03-12
316;30-39;290;2021-03-12
320;30-39;151;2021-03-12
326;30-39;146;2021-03-12
329;30-39;177;2021-03-12
330;30-39;430;2021-03-12
336;30-39;88;2021-03-12
340;30-39;102;2021-03-12
350;30-39;149;2021-03-12
360;30-39;99;2021-03-12
370;30-39;329;2021-03-12
376;30-39;191;2021-03-12
390;30-39;131;2021-03-12
400;30-39;70;2021-03-12
410;30-39;78;2021-03-12
420;30-39;86;2021-03-12
430;30-39;106;2021-03-12
440;30-39;44;2021-03-12
450;30-39;100;2021-03-12
461;30-39;948;2021-03-12
479;30-39;96;2021-03-12
480;30-39;65;2021-03-12
482;30-39;14;2021-03-12
492;30-39;1;2021-03-12
510;30-39;91;2021-03-12
530;30-39;71;2021-03-12
540;30-39;174;2021-03-12
550;30-39;66;2021-03-12
561;30-39;335;2021-03-12
563;30-39;5;2021-03-12
573;30-39;148;2021-03-12
575;30-39;125;2021-03-12
580;30-39;136;2021-03-12
607;30-39;149;2021-03-12
615;30-39;357;2021-03-12
621;30-39;468;2021-03-12
630;30-39;500;2021-03-12
657;30-39;309;2021-03-12
661;30-39;216;2021-03-12
665;30-39;49;2021-03-12
671;30-39;78;2021-03-12
706;30-39;81;2021-03-12
707;30-39;74;2021-03-12
710;30-39;161;2021-03-12
727;30-39;56;2021-03-12
730;30-39;318;2021-03-12
740;30-39;316;2021-03-12
741;30-39;6;2021-03-12
746;30-39;240;2021-03-12
751;30-39;1932;2021-03-12
756;30-39;113;2021-03-12
760;30-39;130;2021-03-12
766;30-39;117;2021-03-12
773;30-39;42;2021-03-12
779;30-39;103;2021-03-12
787;30-39;115;2021-03-12
791;30-39;230;2021-03-12
810;30-39;127;2021-03-12
813;30-39;152;2021-03-12
820;30-39;100;2021-03-12
840;30-39;94;2021-03-12
846;30-39;117;2021-03-12
849;30-39;114;2021-03-12
851;30-39;766;2021-03-12
860;30-39;166;2021-03-12
961;30-39;1;2021-03-12
;40-49;294;2021-03-12
011;40-49;164;2021-03-12
012;40-49;1;2021-03-12
019;40-49;15;2021-03-12
101;40-49;4989;2021-03-12
147;40-49;783;2021-03-12
151;40-49;465;2021-03-12
153;40-49;418;2021-03-12
155;40-49;104;2021-03-12
157;40-49;569;2021-03-12
159;40-49;594;2021-03-12
161;40-49;216;2021-03-12
163;40-49;334;2021-03-12
165;40-49;344;2021-03-12
167;40-49;578;2021-03-12
169;40-49;583;2021-03-12
173;40-49;374;2021-03-12
175;40-49;440;2021-03-12
183;40-49;369;2021-03-12
185;40-49;460;2021-03-12
187;40-49;214;2021-03-12
190;40-49;269;2021-03-12
201;40-49;135;2021-03-12
210;40-49;266;2021-03-12
217;40-49;443;2021-03-12
219;40-49;314;2021-03-12
223;40-49;130;2021-03-12
230;40-49;376;2021-03-12
240;40-49;393;2021-03-12
250;40-49;249;2021-03-12
253;40-49;484;2021-03-12
259;40-49;458;2021-03-12
260;40-49;118;2021-03-12
265;40-49;543;2021-03-12
269;40-49;216;2021-03-12
270;40-49;227;2021-03-12
306;40-49;123;2021-03-12
316;40-49;409;2021-03-12
320;40-49;216;2021-03-12
326;40-49;210;2021-03-12
329;40-49;250;2021-03-12
330;40-49;580;2021-03-12
336;40-49;135;2021-03-12
340;40-49;162;2021-03-12
350;40-49;188;2021-03-12
360;40-49;161;2021-03-12
370;40-49;424;2021-03-12
376;40-49;223;2021-03-12
390;40-49;195;2021-03-12
400;40-49;92;2021-03-12
410;40-49;130;2021-03-12
420;40-49;102;2021-03-12
430;40-49;141;2021-03-12
440;40-49;77;2021-03-12
450;40-49;129;2021-03-12
461;40-49;878;2021-03-12
479;40-49;200;2021-03-12
480;40-49;92;2021-03-12
482;40-49;17;2021-03-12
492;40-49;5;2021-03-12
510;40-49;135;2021-03-12
530;40-49;94;2021-03-12
540;40-49;314;2021-03-12
550;40-49;102;2021-03-12
561;40-49;428;2021-03-12
563;40-49;11;2021-03-12
573;40-49;158;2021-03-12
575;40-49;163;2021-03-12
580;40-49;146;2021-03-12
607;40-49;191;2021-03-12
615;40-49;421;2021-03-12
621;40-49;460;2021-03-12
630;40-49;479;2021-03-12
657;40-49;311;2021-03-12
661;40-49;290;2021-03-12
665;40-49;43;2021-03-12
671;40-49;103;2021-03-12
706;40-49;114;2021-03-12
707;40-49;91;2021-03-12
710;40-49;190;2021-03-12
727;40-49;89;2021-03-12
730;40-49;374;2021-03-12
740;40-49;405;2021-03-12
741;40-49;8;2021-03-12
746;40-49;335;2021-03-12
751;40-49;1693;2021-03-12
756;40-49;151;2021-03-12
760;40-49;139;2021-03-12
766;40-49;193;2021-03-12
773;40-49;84;2021-03-12
779;40-49;125;2021-03-12
787;40-49;134;2021-03-12
791;40-49;306;2021-03-12
810;40-49;136;2021-03-12
813;40-49;166;2021-03-12
820;40-49;93;2021-03-12
825;40-49;5;2021-03-12
840;40-49;100;2021-03-12
846;40-49;141;2021-03-12
849;40-49;148;2021-03-12
851;40-49;772;2021-03-12
860;40-49;192;2021-03-12
;50-59;209;2021-03-12
011;50-59;91;2021-03-12
012;50-59;2;2021-03-12
019;50-59;7;2021-03-12
101;50-59;4144;2021-03-12
147;50-59;677;2021-03-12
151;50-59;480;2021-03-12
153;50-59;380;2021-03-12
155;50-59;126;2021-03-12
157;50-59;595;2021-03-12
159;50-59;608;2021-03-12
161;50-59;197;2021-03-12
163;50-59;306;2021-03-12
165;50-59;286;2021-03-12
167;50-59;470;2021-03-12
169;50-59;484;2021-03-12
173;50-59;368;2021-03-12
175;50-59;360;2021-03-12
183;50-59;306;2021-03-12
185;50-59;351;2021-03-12
187;50-59;160;2021-03-12
190;50-59;274;2021-03-12
201;50-59;163;2021-03-12
210;50-59;311;2021-03-12
217;50-59;542;2021-03-12
219;50-59;373;2021-03-12
223;50-59;195;2021-03-12
230;50-59;455;2021-03-12
240;50-59;389;2021-03-12
250;50-59;284;2021-03-12
253;50-59;441;2021-03-12
259;50-59;505;2021-03-12
260;50-59;158;2021-03-12
265;50-59;541;2021-03-12
269;50-59;202;2021-03-12
270;50-59;279;2021-03-12
306;50-59;141;2021-03-12
316;50-59;445;2021-03-12
320;50-59;250;2021-03-12
326;50-59;239;2021-03-12
329;50-59;230;2021-03-12
330;50-59;532;2021-03-12
336;50-59;130;2021-03-12
340;50-59;134;2021-03-12
350;50-59;191;2021-03-12
360;50-59;159;2021-03-12
370;50-59;502;2021-03-12
376;50-59;281;2021-03-12
390;50-59;201;2021-03-12
400;50-59;96;2021-03-12
410;50-59;150;2021-03-12
420;50-59;109;2021-03-12
430;50-59;174;2021-03-12
440;50-59;101;2021-03-12
450;50-59;142;2021-03-12
461;50-59;860;2021-03-12
479;50-59;199;2021-03-12
480;50-59;87;2021-03-12
482;50-59;26;2021-03-12
492;50-59;11;2021-03-12
510;50-59;149;2021-03-12
530;50-59;90;2021-03-12
540;50-59;252;2021-03-12
550;50-59;108;2021-03-12
561;50-59;476;2021-03-12
573;50-59;176;2021-03-12
575;50-59;150;2021-03-12
580;50-59;216;2021-03-12
607;50-59;190;2021-03-12
615;50-59;390;2021-03-12
621;50-59;383;2021-03-12
630;50-59;453;2021-03-12
657;50-59;335;2021-03-12
661;50-59;302;2021-03-12
665;50-59;90;2021-03-12
671;50-59;125;2021-03-12
706;50-59;123;2021-03-12
707;50-59;127;2021-03-12
710;50-59;190;2021-03-12
727;50-59;100;2021-03-12
730;50-59;435;2021-03-12
740;50-59;335;2021-03-12
741;50-59;15;2021-03-12
746;50-59;287;2021-03-12
751;50-59;1667;2021-03-12
756;50-59;166;2021-03-12
760;50-59;185;2021-03-12
766;50-59;192;2021-03-12
773;50-59;104;2021-03-12
779;50-59;137;2021-03-12
787;50-59;170;2021-03-12
791;50-59;306;2021-03-12
810;50-59;171;2021-03-12
813;50-59;275;2021-03-12
820;50-59;110;2021-03-12
825;50-59;6;2021-03-12
840;50-59;98;2021-03-12
846;50-59;152;2021-03-12
849;50-59;172;2021-03-12
851;50-59;752;2021-03-12
860;50-59;250;2021-03-12
;60-69;96;2021-03-12
011;60-69;16;2021-03-12
019;60-69;1;2021-03-12
101;60-69;2075;2021-03-12
147;60-69;356;2021-03-12
151;60-69;211;2021-03-12
153;60-69;240;2021-03-12
155;60-69;69;2021-03-12
157;60-69;343;2021-03-12
159;60-69;326;2021-03-12
161;60-69;107;2021-03-12
163;60-69;179;2021-03-12
165;60-69;158;2021-03-12
167;60-69;273;2021-03-12
169;60-69;248;2021-03-12
173;60-69;203;2021-03-12
175;60-69;221;2021-03-12
183;60-69;139;2021-03-12
185;60-69;204;2021-03-12
187;60-69;71;2021-03-12
190;60-69;131;2021-03-12
201;60-69;75;2021-03-12
210;60-69;180;2021-03-12
217;60-69;323;2021-03-12
219;60-69;205;2021-03-12
223;60-69;108;2021-03-12
230;60-69;212;2021-03-12
240;60-69;163;2021-03-12
250;60-69;138;2021-03-12
253;60-69;197;2021-03-12
259;60-69;195;2021-03-12
260;60-69;114;2021-03-12
265;60-69;279;2021-03-12
269;60-69;96;2021-03-12
270;60-69;174;2021-03-12
306;60-69;117;2021-03-12
316;60-69;279;2021-03-12
320;60-69;127;2021-03-12
326;60-69;168;2021-03-12
329;60-69;100;2021-03-12
330;60-69;281;2021-03-12
336;60-69;75;2021-03-12
340;60-69;106;2021-03-12
350;60-69;89;2021-03-12
360;60-69;133;2021-03-12
370;60-69;289;2021-03-12
376;60-69;201;2021-03-12
390;60-69;130;2021-03-12
400;60-69;64;2021-03-12
410;60-69;91;2021-03-12
420;60-69;58;2021-03-12
430;60-69;89;2021-03-12
440;60-69;64;2021-03-12
450;60-69;90;2021-03-12
461;60-69;435;2021-03-12
479;60-69;119;2021-03-12
480;60-69;57;2021-03-12
482;60-69;28;2021-03-12
492;60-69;4;2021-03-12
510;60-69;83;2021-03-12
530;60-69;47;2021-03-12
540;60-69;120;2021-03-12
550;60-69;70;2021-03-12
561;60-69;257;2021-03-12
563;60-69;7;2021-03-12
573;60-69;127;2021-03-12
575;60-69;88;2021-03-12
580;60-69;117;2021-03-12
607;60-69;111;2021-03-12
615;60-69;179;2021-03-12
621;60-69;243;2021-03-12
630;60-69;247;2021-03-12
657;60-69;213;2021-03-12
661;60-69;197;2021-03-12
665;60-69;45;2021-03-12
671;60-69;80;2021-03-12
706;60-69;78;2021-03-12
707;60-69;81;2021-03-12
710;60-69;81;2021-03-12
727;60-69;55;2021-03-12
730;60-69;231;2021-03-12
740;60-69;191;2021-03-12
741;60-69;24;2021-03-12
746;60-69;162;2021-03-12
751;60-69;930;2021-03-12
756;60-69;98;2021-03-12
760;60-69;108;2021-03-12
766;60-69;104;2021-03-12
773;60-69;55;2021-03-12
779;60-69;80;2021-03-12
787;60-69;151;2021-03-12
791;60-69;169;2021-03-12
810;60-69;90;2021-03-12
813;60-69;165;2021-03-12
820;60-69;91;2021-03-12
825;60-69;3;2021-03-12
840;60-69;67;2021-03-12
846;60-69;125;2021-03-12
849;60-69;121;2021-03-12
851;60-69;451;2021-03-12
860;60-69;146;2021-03-12
;70-79;26;2021-03-12
011;70-79;2;2021-03-12
101;70-79;1171;2021-03-12
147;70-79;318;2021-03-12
151;70-79;153;2021-03-12
153;70-79;141;2021-03-12
155;70-79;41;2021-03-12
157;70-79;210;2021-03-12
159;70-79;172;2021-03-12
161;70-79;74;2021-03-12
163;70-79;97;2021-03-12
165;70-79;91;2021-03-12
167;70-79;109;2021-03-12
169;70-79;158;2021-03-12
173;70-79;137;2021-03-12
175;70-79;98;2021-03-12
183;70-79;95;2021-03-12
185;70-79;136;2021-03-12
187;70-79;63;2021-03-12
190;70-79;84;2021-03-12
201;70-79;62;2021-03-12
210;70-79;123;2021-03-12
217;70-79;215;2021-03-12
219;70-79;131;2021-03-12
223;70-79;82;2021-03-12
230;70-79;139;2021-03-12
240;70-79;156;2021-03-12
250;70-79;99;2021-03-12
253;70-79;134;2021-03-12
259;70-79;168;2021-03-12
260;70-79;66;2021-03-12
265;70-79;187;2021-03-12
269;70-79;70;2021-03-12
270;70-79;123;2021-03-12
306;70-79;77;2021-03-12
316;70-79;129;2021-03-12
320;70-79;72;2021-03-12
326;70-79;112;2021-03-12
329;70-79;43;2021-03-12
330;70-79;204;2021-03-12
336;70-79;68;2021-03-12
340;70-79;47;2021-03-12
350;70-79;58;2021-03-12
360;70-79;81;2021-03-12
370;70-79;189;2021-03-12
376;70-79;140;2021-03-12
390;70-79;76;2021-03-12
400;70-79;77;2021-03-12
410;70-79;45;2021-03-12
420;70-79;27;2021-03-12
430;70-79;64;2021-03-12
440;70-79;29;2021-03-12
450;70-79;59;2021-03-12
461;70-79;248;2021-03-12
479;70-79;81;2021-03-12
480;70-79;37;2021-03-12
482;70-79;15;2021-03-12
492;70-79;6;2021-03-12
510;70-79;39;2021-03-12
530;70-79;54;2021-03-12
540;70-79;78;2021-03-12
550;70-79;41;2021-03-12
561;70-79;176;2021-03-12
563;70-79;11;2021-03-12
573;70-79;85;2021-03-12
575;70-79;50;2021-03-12
580;70-79;84;2021-03-12
607;70-79;68;2021-03-12
615;70-79;125;2021-03-12
621;70-79;128;2021-03-12
630;70-79;144;2021-03-12
657;70-79;95;2021-03-12
661;70-79;116;2021-03-12
665;70-79;31;2021-03-12
671;70-79;44;2021-03-12
706;70-79;62;2021-03-12
707;70-79;47;2021-03-12
710;70-79;55;2021-03-12
727;70-79;33;2021-03-12
730;70-79;130;2021-03-12
740;70-79;138;2021-03-12
741;70-79;10;2021-03-12
746;70-79;112;2021-03-12
751;70-79;457;2021-03-12
756;70-79;63;2021-03-12
760;70-79;63;2021-03-12
766;70-79;59;2021-03-12
773;70-79;47;2021-03-12
779;70-79;65;2021-03-12
787;70-79;90;2021-03-12
791;70-79;98;2021-03-12
810;70-79;86;2021-03-12
813;70-79;102;2021-03-12
820;70-79;49;2021-03-12
825;70-79;2;2021-03-12
840;70-79;36;2021-03-12
846;70-79;71;2021-03-12
849;70-79;61;2021-03-12
851;70-79;292;2021-03-12
860;70-79;95;2021-03-12
;80-89;10;2021-03-12
101;80-89;579;2021-03-12
147;80-89;252;2021-03-12
151;80-89;154;2021-03-12
153;80-89;81;2021-03-12
155;80-89;18;2021-03-12
157;80-89;119;2021-03-12
159;80-89;141;2021-03-12
161;80-89;57;2021-03-12
163;80-89;89;2021-03-12
165;80-89;26;2021-03-12
167;80-89;82;2021-03-12
169;80-89;80;2021-03-12
173;80-89;98;2021-03-12
175;80-89;71;2021-03-12
183;80-89;32;2021-03-12
185;80-89;79;2021-03-12
187;80-89;30;2021-03-12
190;80-89;84;2021-03-12
201;80-89;41;2021-03-12
210;80-89;73;2021-03-12
217;80-89;106;2021-03-12
219;80-89;76;2021-03-12
223;80-89;40;2021-03-12
230;80-89;97;2021-03-12
240;80-89;78;2021-03-12
250;80-89;64;2021-03-12
253;80-89;67;2021-03-12
259;80-89;55;2021-03-12
260;80-89;22;2021-03-12
265;80-89;101;2021-03-12
269;80-89;17;2021-03-12
270;80-89;61;2021-03-12
306;80-89;38;2021-03-12
316;80-89;73;2021-03-12
320;80-89;28;2021-03-12
326;80-89;57;2021-03-12
329;80-89;33;2021-03-12
330;80-89;129;2021-03-12
336;80-89;37;2021-03-12
340;80-89;22;2021-03-12
350;80-89;31;2021-03-12
360;80-89;54;2021-03-12
370;80-89;100;2021-03-12
376;80-89;82;2021-03-12
390;80-89;25;2021-03-12
400;80-89;24;2021-03-12
410;80-89;23;2021-03-12
420;80-89;12;2021-03-12
430;80-89;35;2021-03-12
440;80-89;22;2021-03-12
450;80-89;38;2021-03-12
461;80-89;106;2021-03-12
479;80-89;45;2021-03-12
480;80-89;13;2021-03-12
482;80-89;3;2021-03-12
492;80-89;2;2021-03-12
510;80-89;20;2021-03-12
530;80-89;17;2021-03-12
540;80-89;41;2021-03-12
550;80-89;14;2021-03-12
561;80-89;94;2021-03-12
563;80-89;1;2021-03-12
573;80-89;40;2021-03-12
575;80-89;18;2021-03-12
580;80-89;28;2021-03-12
607;80-89;40;2021-03-12
615;80-89;60;2021-03-12
621;80-89;49;2021-03-12
630;80-89;40;2021-03-12
657;80-89;63;2021-03-12
661;80-89;70;2021-03-12
665;80-89;6;2021-03-12
671;80-89;24;2021-03-12
706;80-89;34;2021-03-12
707;80-89;22;2021-03-12
710;80-89;20;2021-03-12
727;80-89;19;2021-03-12
730;80-89;46;2021-03-12
740;80-89;45;2021-03-12
741;80-89;4;2021-03-12
746;80-89;68;2021-03-12
751;80-89;251;2021-03-12
756;80-89;33;2021-03-12
760;80-89;30;2021-03-12
766;80-89;30;2021-03-12
773;80-89;18;2021-03-12
779;80-89;18;2021-03-12
787;80-89;48;2021-03-12
791;80-89;41;2021-03-12
810;80-89;24;2021-03-12
813;80-89;52;2021-03-12
820;80-89;21;2021-03-12
840;80-89;26;2021-03-12
846;80-89;43;2021-03-12
849;80-89;27;2021-03-12
851;80-89;128;2021-03-12
860;80-89;49;2021-03-12
;90+;5;2021-03-12
101;90+;225;2021-03-12
147;90+;113;2021-03-12
151;90+;24;2021-03-12
153;90+;19;2021-03-12
155;90+;7;2021-03-12
157;90+;59;2021-03-12
159;90+;51;2021-03-12
161;90+;26;2021-03-12
163;90+;36;2021-03-12
165;90+;5;2021-03-12
167;90+;21;2021-03-12
169;90+;27;2021-03-12
173;90+;64;2021-03-12
175;90+;28;2021-03-12
183;90+;5;2021-03-12
185;90+;36;2021-03-12
187;90+;11;2021-03-12
190;90+;38;2021-03-12
201;90+;18;2021-03-12
210;90+;26;2021-03-12
217;90+;26;2021-03-12
219;90+;12;2021-03-12
223;90+;16;2021-03-12
230;90+;42;2021-03-12
