"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
;0-9;57;2021-03-18
019;0-9;13;2021-03-18
101;0-9;2682;2021-03-18
147;0-9;387;2021-03-18
151;0-9;239;2021-03-18
153;0-9;252;2021-03-18
155;0-9;73;2021-03-18
157;0-9;211;2021-03-18
159;0-9;373;2021-03-18
161;0-9;109;2021-03-18
163;0-9;180;2021-03-18
165;0-9;190;2021-03-18
167;0-9;295;2021-03-18
169;0-9;350;2021-03-18
173;0-9;183;2021-03-18
175;0-9;217;2021-03-18
183;0-9;226;2021-03-18
185;0-9;242;2021-03-18
187;0-9;122;2021-03-18
190;0-9;131;2021-03-18
201;0-9;55;2021-03-18
210;0-9;141;2021-03-18
217;0-9;220;2021-03-18
219;0-9;162;2021-03-18
223;0-9;48;2021-03-18
230;0-9;138;2021-03-18
240;0-9;204;2021-03-18
250;0-9;85;2021-03-18
253;0-9;207;2021-03-18
259;0-9;185;2021-03-18
260;0-9;29;2021-03-18
265;0-9;267;2021-03-18
269;0-9;82;2021-03-18
270;0-9;89;2021-03-18
306;0-9;28;2021-03-18
316;0-9;146;2021-03-18
320;0-9;53;2021-03-18
326;0-9;75;2021-03-18
329;0-9;74;2021-03-18
330;0-9;211;2021-03-18
336;0-9;37;2021-03-18
340;0-9;47;2021-03-18
350;0-9;86;2021-03-18
360;0-9;33;2021-03-18
370;0-9;154;2021-03-18
376;0-9;86;2021-03-18
390;0-9;49;2021-03-18
400;0-9;27;2021-03-18
410;0-9;57;2021-03-18
420;0-9;36;2021-03-18
430;0-9;52;2021-03-18
440;0-9;51;2021-03-18
450;0-9;59;2021-03-18
461;0-9;567;2021-03-18
479;0-9;49;2021-03-18
480;0-9;36;2021-03-18
482;0-9;5;2021-03-18
492;0-9;3;2021-03-18
510;0-9;62;2021-03-18
530;0-9;30;2021-03-18
540;0-9;121;2021-03-18
550;0-9;36;2021-03-18
561;0-9;218;2021-03-18
563;0-9;1;2021-03-18
573;0-9;71;2021-03-18
575;0-9;65;2021-03-18
580;0-9;97;2021-03-18
607;0-9;97;2021-03-18
615;0-9;163;2021-03-18
621;0-9;358;2021-03-18
630;0-9;303;2021-03-18
657;0-9;142;2021-03-18
661;0-9;102;2021-03-18
665;0-9;23;2021-03-18
671;0-9;40;2021-03-18
706;0-9;42;2021-03-18
707;0-9;59;2021-03-18
710;0-9;87;2021-03-18
727;0-9;45;2021-03-18
730;0-9;206;2021-03-18
740;0-9;220;2021-03-18
741;0-9;2;2021-03-18
746;0-9;151;2021-03-18
751;0-9;1146;2021-03-18
756;0-9;71;2021-03-18
760;0-9;42;2021-03-18
766;0-9;63;2021-03-18
773;0-9;30;2021-03-18
779;0-9;48;2021-03-18
787;0-9;46;2021-03-18
791;0-9;119;2021-03-18
810;0-9;60;2021-03-18
813;0-9;70;2021-03-18
820;0-9;23;2021-03-18
840;0-9;53;2021-03-18
846;0-9;36;2021-03-18
849;0-9;66;2021-03-18
851;0-9;430;2021-03-18
860;0-9;78;2021-03-18
;10-19;64;2021-03-18
011;10-19;3;2021-03-18
019;10-19;17;2021-03-18
101;10-19;4618;2021-03-18
147;10-19;618;2021-03-18
151;10-19;470;2021-03-18
153;10-19;456;2021-03-18
155;10-19;105;2021-03-18
157;10-19;715;2021-03-18
159;10-19;664;2021-03-18
161;10-19;224;2021-03-18
163;10-19;403;2021-03-18
165;10-19;381;2021-03-18
167;10-19;641;2021-03-18
169;10-19;662;2021-03-18
173;10-19;421;2021-03-18
175;10-19;447;2021-03-18
183;10-19;441;2021-03-18
185;10-19;439;2021-03-18
187;10-19;229;2021-03-18
190;10-19;323;2021-03-18
201;10-19;150;2021-03-18
210;10-19;284;2021-03-18
217;10-19;465;2021-03-18
219;10-19;332;2021-03-18
223;10-19;155;2021-03-18
230;10-19;506;2021-03-18
240;10-19;340;2021-03-18
250;10-19;207;2021-03-18
253;10-19;473;2021-03-18
259;10-19;491;2021-03-18
260;10-19;97;2021-03-18
265;10-19;545;2021-03-18
269;10-19;284;2021-03-18
270;10-19;234;2021-03-18
306;10-19;146;2021-03-18
316;10-19;376;2021-03-18
