"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21629;20057;2;825;42513
"'10-19";34545;33211;7;991;68754
"20-29";55055;50199;5;1588;106847
"30-39";47671;44642;9;1470;93792
"40-49";44628;46878;7;1347;92860
"50-59";52255;51017;7;1075;104354
"60-69";26514;24757;3;468;51742
"70-79";16362;17519;6;296;34183
"80-89";11625;20663;18;326;32632
"90-99";2139;7297;5;110;9551
"100+";24;153;0;5;182
"Unbekannt";32;30;0;10;72
"Gesamt";312479;316423;69;8511;NA
