"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1391;1299;38;2728
"'10-19";2902;2822;43;5767
"20-29";6311;5832;73;12216
"30-39";4801;4603;57;9461
"40-49";4472;5212;43;9727
"50-59";5349;5720;20;11089
"60-69";2918;2537;9;5464
"70-79";2272;2168;3;4443
"80-89";1614;2585;2;4201
"90-99";261;851;0;1112
"100+";2;14;0;16
"Unbekannt";6;10;2;18
"Gesamt";32299;33653;290;66242
