"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1589;1464;40;3093
"'10-19";3355;3210;54;6619
"20-29";7093;6505;93;13691
"30-39";5386;5105;63;10554
"40-49";4950;5695;50;10695
"50-59";5882;6172;28;12082
"60-69";3148;2765;12;5925
"70-79";2398;2302;5;4705
"80-89";1665;2682;4;4351
"90-99";268;877;0;1145
"100+";2;17;0;19
"Unbekannt";16;17;6;39
"Gesamt";35752;36811;355;72918
