"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";9402;8727;0;427;18556
"'10-19";17710;17203;1;520;35434
"20-29";29949;27820;4;1034;58807
"30-39";24915;23847;4;971;49737
"40-49";23263;25604;6;865;49738
"50-59";27880;28854;4;669;57407
"60-69";14576;13600;6;298;28480
"70-79";9974;10760;7;181;20922
"80-89";7688;14067;24;184;21963
"90-99";1509;5192;4;70;6775
"100+";41;131;0;7;179
"Unbekannt";136;146;0;51;333
"Gesamt";167043;175951;60;5277;348331
