"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";590;560;6;1156
"'10-19";1234;1450;9;2693
"20-29";3337;3423;28;6788
"30-39";2969;3034;18;6021
"40-49";3032;3708;14;6754
"50-59";4131;4658;4;8793
"60-69";2452;2092;6;4550
"70-79";2008;1923;3;3934
"80-89";1475;2333;2;3810
"90-99";233;772;2;1007
"100+";2;14;0;16
"Unbekannt";5;5;0;10
"Gesamt";21468;23972;92;45532
