"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1338;1239;37;2614
"'10-19";2798;2721;38;5557
"20-29";6061;5591;68;11720
"30-39";4621;4460;55;9136
"40-49";4365;5111;37;9513
"50-59";5221;5624;17;10862
"60-69";2866;2489;9;5364
"70-79";2244;2141;3;4388
"80-89";1601;2571;1;4173
"90-99";260;847;0;1107
"100+";2;14;0;16
"Unbekannt";5;8;2;15
"Gesamt";31382;32816;267;64465
