"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3674;43;88;1;134655;2728,45;94;69,81
"LK Altötting";4279;23;186;0;111516;3837,12;99;88,78
"LK Amberg-Sulzbach";3595;56;128;1;103049;3488,63;221;214,46
"LK Ansbach";5473;34;150;0;184591;2964,93;183;99,14
"LK Aschaffenburg";6101;33;188;0;174200;3502,3;136;78,07
"LK Augsburg";8116;33;178;0;253468;3201,98;208;82,06
"LK Bad Kissingen";2499;12;82;0;103235;2420,69;91;88,15
"LK Bad Tölz-Wolfratshausen";3702;19;59;0;127917;2894,06;85;66,45
"LK Bamberg";3959;15;123;0;147163;2690,21;78;53
"LK Bayreuth";3737;18;135;3;103664;3604,92;114;109,97
"LK Berchtesgadener Land";4701;37;96;0;105929;4437,88;160;151,04
"LK Cham";4599;52;125;0;127998;3593,02;320;250
"LK Coburg";3428;5;142;0;86747;3951,72;48;55,33
"LK Dachau";6081;42;127;0;154899;3925,78;153;98,77
"LK Deggendorf";4718;31;125;0;119478;3948,84;138;115,5
"LK Dillingen a.d.Donau";2641;11;100;0;96562;2735,03;44;45,57
"LK Dingolfing-Landau";3607;24;76;0;96683;3730,75;117;121,01
"LK Donau-Ries";3803;0;142;0;133783;2842,66;119;88,95
"LK Ebersberg";4995;11;170;0;143649;3477,23;124;86,32
"LK Eichstätt";3500;22;70;0;132881;2633,94;67;50,42
"LK Erding";5384;29;103;0;138182;3896,31;108;78,16
"LK Erlangen-Höchstadt";3936;33;113;0;137262;2867,51;135;98,35
"LK Forchheim";3679;24;98;0;116203;3166,01;124;106,71
"LK Freising";6068;34;113;2;180007;3370,98;180;100
"LK Freyung-Grafenau";3815;24;108;0;78362;4868,43;100;127,61
"LK Fürstenfeldbruck";7450;42;120;0;219311;3397;158;72,04
"LK Fürth";4067;18;182;0;117853;3450,91;125;106,06
"LK Garmisch-Partenkirchen";2681;15;80;0;88424;3031,98;84;95
"LK Günzburg";4544;16;95;0;127027;3577,19;94;74
"LK Haßberge";2579;17;70;0;84384;3056,27;79;93,62
"LK Hof";4311;31;116;0;94801;4547,42;166;175,1
