"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";670;627;1;1298
"'10-19";1340;1517;2;2859
"20-29";3674;3636;12;7322
"30-39";3225;3195;6;6426
"40-49";3161;3862;3;7026
"50-59";4293;4841;2;9136
"60-69";2539;2195;0;4734
"70-79";2060;1978;1;4039
"80-89";1522;2450;0;3972
"90-99";248;812;1;1061
"100+";1;14;0;15
"Unbekannt";5;3;0;8
"Gesamt";22738;25130;28;47896
