"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5167;0;100;0;134655;3837,21;27;20,05
"LK Altötting";6042;1;208;0;111516;5418,06;28;25,11
"LK Amberg-Sulzbach";4823;2;157;0;103049;4680,3;24;23,29
"LK Ansbach";8267;4;181;0;184591;4478,55;28;15,17
"LK Aschaffenburg";7965;3;210;1;174200;4572,33;39;22,39
"LK Augsburg";11348;11;224;0;253468;4477,09;60;23,67
"LK Bad Kissingen";3623;2;103;0;103235;3509,47;16;15,5
"LK Bad Tölz-Wolfratshausen";5038;6;78;0;127917;3938,49;30;23,45
"LK Bamberg";5533;4;141;0;147163;3759,78;41;27,86
"LK Bayreuth";4923;0;161;0;103664;4749;5;4,82
"LK Berchtesgadener Land";5938;2;102;0;105929;5605,64;26;24,54
"LK Cham";7107;1;182;0;127998;5552,43;5;3,91
"LK Coburg";4849;4;160;0;86747;5589,82;39;44,96
"LK Dachau";8199;0;141;0;154899;5293,13;18;11,62
"LK Deggendorf";6955;1;156;0;119478;5821,16;30;25,11
"LK Dillingen a.d.Donau";3738;4;112;0;96562;3871,09;37;38,32
"LK Dingolfing-Landau";5758;2;96;0;96683;5955,55;32;33,1
"LK Donau-Ries";5897;11;161;0;133783;4407,88;57;42,61
"LK Ebersberg";6311;4;178;0;143649;4393,35;29;20,19
"LK Eichstätt";5020;1;82;0;132881;3777,82;12;9,03
"LK Erding";6926;19;118;0;138182;5012,23;44;31,84
"LK Erlangen-Höchstadt";5374;3;129;0;137262;3915,14;45;32,78
"LK Forchheim";4729;1;113;0;116203;4069,6;19;16,35
"LK Freising";8077;0;130;0;180007;4487,05;24;13,33
"LK Freyung-Grafenau";4918;0;128;0;78362;6276;26;33,18
"LK Fürstenfeldbruck";9674;7;140;0;219311;4411,09;48;21,89
"LK Fürth";5319;3;207;0;117853;4513,25;29;24,61
"LK Garmisch-Partenkirchen";3603;14;87;0;88424;4074,69;34;38,45
"LK Günzburg";6843;9;109;1;127027;5387,04;82;64,55
"LK Haßberge";4037;3;87;0;84384;4784,08;12;14,22
"LK Hof";6376;3;155;0;94801;6725,67;32;33,75
"LK Kelheim";5909;0;107;0;123058;4801,8;18;14,63
"LK Kitzingen";3246;3;86;0;91155;3560,97;49;53,75
"LK Kronach";4174;-1;94;0;66743;6253,84;47;70,42
"LK Kulmbach";4074;3;117;0;71566;5692,65;11;15,37
"LK Landsberg a.Lech";4074;2;70;0;120302;3386,48;14;11,64
"LK Landshut";7981;0;171;0;159895;4991,4;28;17,51
"LK Lichtenfels";3519;3;83;0;66776;5269,86;11;16,47
"LK Lindau";3350;9;63;0;81981;4086,31;30;36,59
"LK Main-Spessart";4713;6;215;0;126158;3735,79;22;17,44
"LK Miesbach";4528;3;81;0;100010;4527,55;24;24
"LK Miltenberg";5936;10;127;0;128743;4610,74;36;27,96
"LK Mühldorf a.Inn";6939;4;153;0;115872;5988,5;19;16,4
"LK München";15230;9;289;1;350473;4345,56;64;18,26
"LK Neu-Ulm";7590;12;116;0;175204;4332,09;110;62,78
