"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11564;10730;1;525;22820
"'10-19";21167;20813;4;655;42639
"20-29";36418;34046;4;1255;71723
"30-39";30734;29203;8;1149;61094
"40-49";28688;31562;4;1069;61323
"50-59";34571;35650;6;826;71053
"60-69";18233;17038;3;389;35663
"70-79";12428;13420;6;264;26118
"80-89";9856;17916;18;315;28105
"90-99";1904;6602;5;105;8616
"100+";30;139;0;4;173
"Unbekannt";24;29;0;28;81
"Gesamt";205617;217148;59;6584;429408
