"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3414;6;77;0;134655;2535,37;48;35,65
"LK Altötting";3716;28;154;1;111516;3332,26;93;83,4
"LK Amberg-Sulzbach";2781;15;104;0;103049;2698,72;93;90,25
"LK Ansbach";4623;0;112;0;184591;2504,46;144;78,01
"LK Aschaffenburg";5539;19;174;4;174200;3179,68;104;59,7
"LK Augsburg";7435;12;158;5;253468;2933,31;100;39,45
"LK Bad Kissingen";2205;9;79;0;103235;2135,9;69;66,84
"LK Bad Tölz-Wolfratshausen";3410;26;55;2;127917;2665,79;86;67,23
"LK Bamberg";3493;46;99;5;147163;2373,56;154;104,65
"LK Bayreuth";3119;28;122;3;103664;3008,76;116;111,9
"LK Berchtesgadener Land";4101;34;89;0;105929;3871,46;102;96,29
"LK Cham";3556;27;110;0;127998;2778,17;112;87,5
"LK Coburg";3184;15;137;1;86747;3670,44;53;61,1
"LK Dachau";5637;18;109;1;154899;3639,15;57;36,8
"LK Deggendorf";4124;14;118;1;119478;3451,68;93;77,84
"LK Dillingen a.d.Donau";2480;7;93;0;96562;2568,3;78;80,78
"LK Dingolfing-Landau";3147;10;72;0;96683;3254,97;47;48,61
"LK Donau-Ries";3563;5;135;1;133783;2663,27;52;38,87
"LK Ebersberg";4611;17;144;0;143649;3209,91;68;47,34
"LK Eichstätt";3275;7;68;1;132881;2464,61;30;22,58
"LK Erding";4911;8;87;1;138182;3554,01;52;37,63
"LK Erlangen-Höchstadt";3482;25;109;2;137262;2536,75;60;43,71
"LK Forchheim";3197;6;93;0;116203;2751,22;89;76,59
"LK Freising";5497;18;102;0;180007;3053,77;118;65,55
"LK Freyung-Grafenau";3351;26;96;0;78362;4276,31;87;111,02
"LK Fürstenfeldbruck";6826;11;117;0;219311;3112,47;82;37,39
"LK Fürth";3606;12;168;0;117853;3059,74;82;69,58
"LK Garmisch-Partenkirchen";2439;21;73;0;88424;2758,3;69;78,03
"LK Günzburg";4268;11;91;0;127027;3359,92;53;41,72
"LK Haßberge";2355;7;66;0;84384;2790,81;33;39,11
"LK Hof";3531;18;101;1;94801;3724,64;154;162,45
"LK Kelheim";3106;18;81;0;123058;2524,01;54;43,88
"LK Kitzingen";2070;20;66;1;91155;2270,86;101;110,8
"LK Kronach";2112;21;57;0;66743;3164,38;63;94,39
"LK Kulmbach";2079;15;89;3;71566;2905,01;56;78,25
"LK Landsberg a.Lech";2878;12;38;0;120302;2392,31;52;43,22
"LK Landshut";4923;20;145;0;159895;3078,9;65;40,65
"LK Lichtenfels";2110;5;55;0;66776;3159,82;56;83,86
"LK Lindau";2222;7;48;0;81981;2710,38;46;56,11
"LK Main-Spessart";3084;17;183;0;126158;2444,55;43;34,08
"LK Miesbach";3042;12;53;0;100010;3041,7;58;57,99
"LK Miltenberg";4048;20;104;0;128743;3144,25;159;123,5
"LK Mühldorf a.Inn";4371;32;117;2;115872;3772,27;136;117,37
"LK München";10848;18;222;5;350473;3095,25;162;46,22
"LK Neu-Ulm";4670;19;100;0;175204;2665,46;93;53,08
"LK Neuburg-Schrobenhausen";2653;5;59;0;97303;2726,53;21;21,58
"LK Neumarkt i.d.OPf.";3893;47;106;1;134573;2892,85;108;80,25
"LK Neustadt a.d.Aisch-Bad Windsheim";2509;19;61;0;101014;2483,81;86;85,14
"LK Neustadt a.d.Waldnaab";3657;13;136;0;94450;3871,89;102;107,99
"LK Nürnberger Land";4625;30;147;1;170792;2707,97;133;77,87
"LK Oberallgäu";3596;29;49;0;156008;2305,01;77;49,36
"LK Ostallgäu";3767;14;99;0;141182;2668,19;46;32,58
"LK Passau";9453;57;271;2;192656;4906,67;246;127,69
"LK Pfaffenhofen a.d.Ilm";3675;5;143;0;128227;2866,01;33;25,74
"LK Regen";4059;8;144;5;77410;5243,51;108;139,52
"LK Regensburg";4737;37;121;1;194070;2440,87;134;69,05
"LK Rhön-Grabfeld";2028;13;63;0;79635;2546,62;48;60,28
"LK Rosenheim";10238;18;409;0;261330;3917,65;132;50,51
"LK Roth";3849;2;144;1;126749;3036,71;47;37,08
"LK Rottal-Inn";5000;28;137;1;121502;4115,16;155;127,57
"LK Schwandorf";4450;32;108;0;147872;3009,36;138;93,32
"LK Schweinfurt";3253;8;106;1;115445;2817,79;50;43,31
"LK Starnberg";3578;19;79;2;136667;2618,04;37;27,07
"LK Straubing-Bogen";3311;13;113;1;101120;3274,33;52;51,42
"LK Tirschenreuth";3776;48;203;0;72046;5241,1;240;333,12
"LK Traunstein";7161;31;189;0;177319;4038,48;163;91,92
"LK Unterallgäu";3957;13;109;-1;145341;2722,56;85;58,48
"LK Weilheim-Schongau";3118;16;46;1;135478;2301,48;63;46,5
"LK Weißenburg-Gunzenhausen";2544;3;98;2;94734;2685,41;22;23,22
"LK Wunsiedel i.Fichtelgebirge";3159;24;144;0;72655;4347,95;186;256
"LK Würzburg";2905;16;48;0;162302;1789,87;68;41,9
"SK Amberg";855;2;10;2;42207;2025,73;43;101,88
"SK Ansbach";1204;0;30;0;41798;2880,52;24;57,42
"SK Aschaffenburg";2104;3;84;1;71002;2963,3;59;83,1
"SK Augsburg";11658;21;299;2;296582;3930,78;212;71,48
"SK Bamberg";1974;8;89;3;77373;2551,28;33;42,65
"SK Bayreuth";2126;8;73;3;74783;2842,89;92;123,02
"SK Coburg";1549;7;83;2;41072;3771,43;42;102,26
"SK Erlangen";2704;15;78;0;112528;2402,96;41;36,44
"SK Fürth";4710;8;167;0;128497;3665,46;59;45,92
"SK Hof";2014;8;66;1;45825;4394,98;82;178,94
"SK Ingolstadt";4021;6;90;0;137392;2926,66;40;29,11
"SK Kaufbeuren";1430;10;44;0;44398;3220,87;22;49,55
"SK Kempten";1545;7;32;0;69151;2234,24;19;27,48
"SK Landshut";2598;14;90;1;73411;3538,98;53;72,2
"SK Memmingen";1177;5;17;0;44100;2668,93;36;81,63
"SK München";52619;124;1022;5;1484226;3545,21;672;45,28
"SK Nürnberg";22546;95;606;23;518370;4349,4;459;88,55
"SK Passau";2593;7;101;0;52803;4910,71;51;96,59
"SK Regensburg";4151;10;59;0;153094;2711,41;38;24,82
"SK Rosenheim";2796;9;51;0;63551;4399,62;44;69,24
"SK Schwabach";1510;5;90;0;40981;3684,63;21;51,24
"SK Schweinfurt";1499;1;57;2;53426;2805,75;15;28,08
"SK Straubing";1481;6;73;0;47791;3098,91;19;39,76
"SK Weiden i.d.OPf.";1873;16;62;0;42743;4382;61;142,71
"SK Würzburg";2859;9;93;2;127934;2234,75;51;39,86
