"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1885;82;34;0;134655;1399,87;246;182,69
"LK Altötting";2033;51;64;0;111516;1823,06;263;235,84
"LK Amberg-Sulzbach";1399;0;64;0;103049;1357,61;182;176,62
"LK Ansbach";2207;0;51;0;184591;1195,62;189;102,39
"LK Aschaffenburg";2370;38;47;0;174200;1360,51;239;137,2
"LK Augsburg";3854;0;28;0;253468;1520,51;497;196,08
"LK Bad Kissingen";788;8;19;0;103235;763,31;103;99,77
"LK Bad Tölz-Wolfratshausen";1792;18;14;0;127917;1400,91;188;146,97
"LK Bamberg";1568;24;49;0;147163;1065,49;139;94,45
"LK Bayreuth";981;9;30;1;103664;946,33;74;71,38
"LK Berchtesgadener Land";1970;23;35;0;105929;1859,74;168;158,6
"LK Cham";1731;28;29;0;127998;1352,36;199;155,47
"LK Coburg";1183;15;37;0;86747;1363,74;213;245,54
"LK Dachau";3185;50;65;0;154899;2056,18;304;196,26
"LK Deggendorf";1467;38;26;1;119478;1227,84;209;174,93
"LK Dillingen a.d.Donau";1295;25;42;0;96562;1341,11;179;185,37
"LK Dingolfing-Landau";1762;15;21;0;96683;1822,45;147;152,04
"LK Donau-Ries";1844;39;36;0;133783;1378,35;183;136,79
"LK Ebersberg";2279;53;19;0;143649;1586,51;279;194,22
"LK Eichstätt";1591;100;30;1;132881;1197,31;281;211,47
"LK Erding";2354;0;18;0;138182;1703,55;274;198,29
"LK Erlangen-Höchstadt";1502;20;22;0;137262;1094,26;198;144,25
"LK Forchheim";1172;24;12;0;116203;1008,58;173;148,88
"LK Freising";2978;25;51;0;180007;1654,38;296;164,44
"LK Freyung-Grafenau";1368;21;25;0;78362;1745,74;223;284,58
"LK Fürstenfeldbruck";3942;51;58;0;219311;1797,45;381;173,73
"LK Fürth";1795;0;76;0;117853;1523,08;177;150,19
"LK Garmisch-Partenkirchen";1073;8;22;0;88424;1213,47;85;96,13
"LK Günzburg";2124;20;30;0;127027;1672,09;217;170,83
"LK Haßberge";1076;27;14;0;84384;1275,12;210;248,86
"LK Hof";1356;16;39;2;94801;1430,36;203;214,13
"LK Kelheim";1585;11;39;0;123058;1288,01;172;139,77
"LK Kitzingen";930;15;6;0;91155;1020,24;96;105,32
"LK Kronach";880;11;14;1;66743;1318,49;151;226,24
"LK Kulmbach";741;11;12;0;71566;1035,41;64;89,43
"LK Landsberg a.Lech";1558;19;16;0;120302;1295,07;219;182,04
"LK Landshut";2408;63;47;0;159895;1505,99;361;225,77
"LK Lichtenfels";1039;32;26;0;66776;1555,95;85;127,29
"LK Lindau";1085;5;12;1;81981;1323,48;79;96,36
"LK Main-Spessart";1220;37;26;1;126158;967,04;351;278,22
