"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21020;19453;2;808;41283
"'10-19";33792;32456;6;971;67225
"20-29";54091;49394;5;1595;105085
"30-39";46865;43815;9;1453;92142
"40-49";43858;46099;7;1341;91305
"50-59";51498;50306;7;1072;102883
"60-69";26196;24440;3;468;51107
"70-79";16193;17352;6;291;33842
"80-89";11557;20499;18;330;32404
"90-99";2127;7249;5;110;9491
"100+";25;154;0;6;185
"Unbekannt";33;36;0;11;80
"Gesamt";307255;311253;68;8456;NA
