"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";1441;1332;39;2812
"'10-19";2974;2880;43;5897
"20-29";6429;5932;78;12439
"30-39";4900;4697;58;9655
"40-49";4538;5291;46;9875
"50-59";5428;5788;20;11236
"60-69";2940;2570;10;5520
"70-79";2289;2181;5;4475
"80-89";1619;2596;3;4218
"90-99";261;853;0;1114
"100+";2;14;0;16
"Unbekannt";6;10;2;18
"Gesamt";32827;34144;304;67275
