"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15426;14244;1;643;30314
"'10-19";25903;25294;5;768;51970
"20-29";43678;40502;4;1388;85572
"30-39";37486;35181;8;1271;73946
"40-49";34864;37541;5;1174;73584
"50-59";41550;41944;7;931;84432
"60-69";21742;20245;3;412;42402
"70-79";14182;15156;6;276;29620
"80-89";10692;19201;18;315;30226
"90-99";2008;6888;5;105;9006
"100+";33;145;0;4;182
"Unbekannt";37;30;0;30;97
"Gesamt";247601;256371;62;7317;511351
