"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";587;557;7;1151
"'10-19";1224;1437;9;2670
"20-29";3299;3396;29;6724
"30-39";2951;3017;17;5985
"40-49";3003;3683;11;6697
"50-59";4112;4614;3;8729
"60-69";2427;2084;6;4517
"70-79";1989;1905;3;3897
"80-89";1462;2302;2;3766
"90-99";230;760;2;992
"100+";2;14;0;16
"Unbekannt";6;4;0;10
"Gesamt";21292;23773;89;45154
