"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";837;783;8;1628
"'10-19";1544;1671;3;3218
"20-29";4136;4012;14;8162
"30-39";3588;3491;15;7094
"40-49";3466;4181;8;7655
"50-59";4535;5060;10;9605
"60-69";2635;2279;2;4916
"70-79";2117;2030;2;4149
"80-89";1550;2496;1;4047
"90-99";251;821;0;1072
"100+";0;13;0;13
"Unbekannt";4;6;14;24
"Gesamt";24663;26843;77;51583
