"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4384;6;89;0;134655;3255,73;220;163,38
"LK Altötting";5183;15;199;0;111516;4647,76;244;218,8
"LK Amberg-Sulzbach";4396;21;147;0;103049;4265,93;162;157,21
"LK Ansbach";7056;32;161;1;184591;3822,5;405;219,4
"LK Aschaffenburg";7098;11;195;0;174200;4074,63;227;130,31
"LK Augsburg";9697;57;190;0;253468;3825,73;504;198,84
"LK Bad Kissingen";2999;16;93;0;103235;2905,02;158;153,05
"LK Bad Tölz-Wolfratshausen";4298;7;66;1;127917;3359,99;182;142,28
"LK Bamberg";4610;18;128;0;147163;3132,58;218;148,14
"LK Bayreuth";4491;5;151;0;103664;4332,27;187;180,39
"LK Berchtesgadener Land";5270;3;99;0;105929;4975,03;152;143,49
"LK Cham";6239;24;161;0;127998;4874,29;306;239,07
"LK Coburg";3876;0;146;2;86747;4468,17;154;177,53
"LK Dachau";7367;64;134;0;154899;4756;393;253,71
"LK Deggendorf";5891;9;133;0;119478;4930,61;322;269,51
"LK Dillingen a.d.Donau";3042;3;102;0;96562;3150,31;122;126,34
"LK Dingolfing-Landau";4695;31;82;1;96683;4856,08;325;336,15
"LK Donau-Ries";4952;6;148;0;133783;3701,52;335;250,41
"LK Ebersberg";5573;7;173;1;143649;3879,6;163;113,47
"LK Eichstätt";4380;6;77;0;132881;3296,18;192;144,49
"LK Erding";6200;95;105;0;138182;4486,84;271;196,12
"LK Erlangen-Höchstadt";4688;25;119;0;137262;3415,37;188;136,96
"LK Forchheim";4230;12;105;1;116203;3640,18;122;104,99
"LK Freising";7350;11;120;1;180007;4083,17;389;216,1
"LK Freyung-Grafenau";4364;25;115;0;78362;5569,03;161;205,46
"LK Fürstenfeldbruck";8622;26;130;0;219311;3931,4;347;158,22
"LK Fürth";4619;8;191;0;117853;3919,29;155;131,52
"LK Garmisch-Partenkirchen";3190;2;85;0;88424;3607,62;110;124,4
"LK Günzburg";5439;36;97;0;127027;4281,77;388;305,45
"LK Haßberge";3401;11;79;0;84384;4030,38;292;346,04
"LK Hof";5670;12;132;2;94801;5980,95;288;303,79
"LK Kelheim";4899;0;94;0;123058;3981,05;273;221,85
"LK Kitzingen";2783;11;81;0;91155;3053,04;111;121,77
"LK Kronach";3478;7;88;2;66743;5211,03;240;359,59
"LK Kulmbach";3670;0;108;1;71566;5128,13;121;169,07
"LK Landsberg a.Lech";3687;8;64;0;120302;3064,79;165;137,15
"LK Landshut";6643;11;160;1;159895;4154,6;398;248,91
"LK Lichtenfels";2949;-7;71;1;66776;4416,26;166;248,59
"LK Lindau";3014;18;62;2;81981;3676,46;108;131,74
"LK Main-Spessart";4146;5;193;0;126158;3286,36;171;135,54
"LK Miesbach";3804;6;69;0;100010;3803,62;129;128,99
"LK Miltenberg";5008;5;120;0;128743;3889,92;171;132,82
"LK Mühldorf a.Inn";6044;48;137;0;115872;5216,1;403;347,8
"LK München";13706;41;283;0;350473;3910,71;620;176,9
"LK Neu-Ulm";5984;12;105;0;175204;3415,45;346;197,48
"LK Neuburg-Schrobenhausen";3597;0;70;0;97303;3696,7;168;172,66
"LK Neumarkt i.d.OPf.";5302;9;118;0;134573;3939,87;207;153,82
"LK Neustadt a.d.Aisch-Bad Windsheim";3610;28;96;1;101014;3573,76;230;227,69
"LK Neustadt a.d.Waldnaab";4943;17;160;0;94450;5233,46;127;134,46
"LK Nürnberger Land";6409;20;164;0;170792;3752,52;284;166,28
"LK Oberallgäu";5153;5;64;2;156008;3303,04;282;180,76
"LK Ostallgäu";6035;5;116;0;141182;4274,62;340;240,82
"LK Passau";11847;4;353;0;192656;6149,3;291;151,05
"LK Pfaffenhofen a.d.Ilm";4964;20;154;1;128227;3871,26;236;184,05
"LK Regen";5115;38;156;0;77410;6607,67;178;229,94
"LK Regensburg";6927;1;171;0;194070;3569,33;356;183,44
"LK Rhön-Grabfeld";3004;6;76;0;79635;3772,21;176;221,01
"LK Rosenheim";12520;17;439;0;261330;4790,88;324;123,98
"LK Roth";5062;21;163;0;126749;3993,72;183;144,38
"LK Rottal-Inn";6245;10;162;0;121502;5139,83;270;222,22
"LK Schwandorf";7513;16;144;2;147872;5080,75;210;142,01
"LK Schweinfurt";4113;16;117;0;115445;3562,74;174;150,72
"LK Starnberg";4625;19;108;0;136667;3384,14;209;152,93
"LK Straubing-Bogen";4660;14;133;0;101120;4608,39;270;267,01
"LK Tirschenreuth";5125;2;255;0;72046;7113,51;43;59,68
"LK Traunstein";9613;3;202;0;177319;5421,3;497;280,29
"LK Unterallgäu";5700;38;127;1;145341;3921,81;315;216,73
"LK Weilheim-Schongau";4272;15;68;2;135478;3153,28;216;159,44
"LK Weißenburg-Gunzenhausen";3381;6;110;0;94734;3568,94;173;182,62
"LK Wunsiedel i.Fichtelgebirge";4746;10;187;1;72655;6532,24;88;121,12
"LK Würzburg";3881;18;65;0;162302;2391,22;172;105,98
"SK Amberg";1555;11;21;0;42207;3684,22;111;262,99
"SK Ansbach";1554;2;43;0;41798;3717,88;73;174,65
"SK Aschaffenburg";2813;21;101;0;71002;3961,86;125;176,05
"SK Augsburg";15212;20;371;2;296582;5129,1;765;257,94
"SK Bamberg";2707;10;99;0;77373;3498,64;84;108,57
"SK Bayreuth";3123;5;104;0;74783;4176,08;151;201,92
"SK Coburg";1905;-1;86;0;41072;4638,2;73;177,74
"SK Erlangen";3483;21;90;0;112528;3095,23;138;122,64
"SK Fürth";6339;28;188;0;128497;4933,19;354;275,49
"SK Hof";3515;8;109;3;45825;7670,49;144;314,24
"SK Ingolstadt";5113;42;96;0;137392;3721,47;247;179,78
"SK Kaufbeuren";2019;3;49;0;44398;4547,5;111;250,01
"SK Kempten";2371;18;37;1;69151;3428,73;211;305,13
"SK Landshut";3431;0;103;2;73411;4673,69;181;246,56
"SK Memmingen";1677;10;23;2;44100;3802,72;93;210,88
"SK München";64534;203;1148;1;1484226;4347,99;2306;155,37
"SK Nürnberg";29868;103;874;0;518370;5761,91;1241;239,4
"SK Passau";3210;0;112;0;52803;6079,2;59;111,74
"SK Regensburg";5963;-2;70;0;153094;3894,99;315;205,76
"SK Rosenheim";3509;6;56;0;63551;5521,55;101;158,93
"SK Schwabach";1954;6;104;2;40981;4768,06;70;170,81
"SK Schweinfurt";2267;4;70;0;53426;4243,25;82;153,48
"SK Straubing";1993;1;78;0;47791;4170,24;101;211,34
"SK Weiden i.d.OPf.";2556;12;73;0;42743;5979,93;68;159,09
"SK Würzburg";3830;12;107;0;127934;2993,73;246;192,29
