"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";294;291;7;592
"'10-19";676;742;8;1426
"20-29";1667;1852;29;3548
"30-39";1701;1710;26;3437
"40-49";1866;2089;26;3981
"50-59";2476;2514;26;5016
"60-69";1381;1132;17;2530
"70-79";1069;897;11;1977
"80-89";639;840;4;1483
"90-99";73;231;4;308
"100+";3;6;0;9
"Unbekannt";21;17;5;43
"Gesamt";11866;12321;163;24350
