"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";6045;5593;0;255;11893
"'10-19";11961;11335;0;324;23620
"20-29";20688;18690;1;593;39972
"30-39";16695;15295;1;557;32548
"40-49";15470;16469;3;504;32446
"50-59";18276;18060;2;346;36684
"60-69";9248;8464;3;162;17877
"70-79";6209;6322;0;85;12616
"80-89";4268;7393;0;51;11712
"90-99";781;2548;0;16;3345
"100+";16;68;0;4;88
"Unbekannt";73;60;0;133;266
"Gesamt";109730;110297;10;3030;223067
