"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";189;15;5;0;133596;141,47;69;51,65
"LK Altötting";313;43;8;2;111210;281,45;176;158,26
"LK Amberg-Sulzbach";184;42;3;0;103109;178,45;110;106,68
"LK Ansbach";278;8;3;1;183949;151,13;128;69,58
"LK Aschaffenburg";256;7;13;1;174208;146,95;109;62,57
"LK Augsburg";276;28;1;1;251534;109,73;90;35,78
"LK Bad Kissingen";128;2;1;0;103218;124,01;56;54,25
"LK Bad Tölz-Wolfratshausen";279;13;4;0;127227;219,29;111;87,25
"LK Bamberg";285;10;11;1;147086;193,76;103;70,03
"LK Bayreuth";206;14;4;1;103656;198,73;98;94,54
"LK Berchtesgadener Land";154;2;3;0;105722;145,67;69;65,27
"LK Cham";292;7;5;0;127882;228,34;90;70,38
"LK Coburg";82;0;1;0;86906;94,35;31;35,67
"LK Dachau";476;0;5;0;153884;309,32;205;133,22
"LK Deggendorf";157;11;4;0;119326;131,57;36;30,17
"LK Dillingen a.d.Donau";90;0;1;0;96021;93,73;43;44,78
"LK Dingolfing-Landau";137;3;1;0;96217;142,39;43;44,69
"LK Donau-Ries";225;9;6;1;133496;168,54;136;101,88
"LK Ebersberg";292;10;1;0;142142;205,43;100;70,35
"LK Eichstätt";144;14;2;0;132341;108,81;64;48,36
"LK Erding";421;3;5;2;137660;305,83;113;82,09
"LK Erlangen-Höchstadt";139;9;2;1;136271;102;69;50,63
"LK Forchheim";145;1;2;0;116099;124,89;57;49,1
"LK Freising";716;31;15;0;179116;399,74;243;135,67
"LK Freyung-Grafenau";115;7;3;0;78355;146,77;26;33,18
"LK Fürstenfeldbruck";549;27;7;0;219320;250,32;201;91,65
"LK Fürth";290;22;7;3;117387;247,05;112;95,41
"LK Garmisch-Partenkirchen";185;2;1;0;88467;209,12;71;80,26
"LK Günzburg";155;7;1;0;125747;123,26;54;42,94
"LK Haßberge";89;2;0;0;84599;105,2;29;34,28
"LK Hof";221;19;4;1;95311;231,87;109;114,36
"LK Kelheim";276;12;12;1;122258;225,75;143;116,97
"LK Kitzingen";65;4;0;0;90909;71,5;36;39,6
"LK Kronach";69;0;0;0;67135;102,78;19;28,3
