"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5039;30;93;1;134655;3742,16;96;71,29
"LK Altötting";5846;18;208;1;111516;5242,3;123;110,3
"LK Amberg-Sulzbach";4707;20;156;0;103049;4567,73;76;73,75
"LK Ansbach";8045;38;172;0;184591;4358,28;148;80,18
"LK Aschaffenburg";7790;30;201;1;174200;4471,87;152;87,26
"LK Augsburg";10972;45;211;0;253468;4328,75;278;109,68
"LK Bad Kissingen";3479;12;99;1;103235;3369,98;97;93,96
"LK Bad Tölz-Wolfratshausen";4878;15;75;1;127917;3813,41;95;74,27
"LK Bamberg";5295;30;135;0;147163;3598,05;164;111,44
"LK Bayreuth";4846;12;157;0;103664;4674,72;69;66,56
"LK Berchtesgadener Land";5670;28;99;0;105929;5352,64;76;71,75
"LK Cham";6964;18;174;1;127998;5440,71;146;114,06
"LK Coburg";4582;25;158;2;86747;5282,03;196;225,94
"LK Dachau";8035;34;137;0;154899;5187,25;129;83,28
"LK Deggendorf";6682;51;148;1;119478;5592,66;173;144,8
"LK Dillingen a.d.Donau";3487;16;108;0;96562;3611,15;121;125,31
"LK Dingolfing-Landau";5547;64;88;1;96683;5737,31;207;214,1
"LK Donau-Ries";5640;42;156;0;133783;4215,78;136;101,66
"LK Ebersberg";6166;14;175;0;143649;4292,41;143;99,55
"LK Eichstätt";4888;10;81;0;132881;3678,48;100;75,26
"LK Erding";6777;20;115;0;138182;4904,4;128;92,63
"LK Erlangen-Höchstadt";5189;17;125;0;137262;3780,36;65;47,35
"LK Forchheim";4612;10;111;0;116203;3968,92;73;62,82
"LK Freising";8054;20;126;0;180007;4474,27;130;72,22
"LK Freyung-Grafenau";4763;14;120;0;78362;6078,2;90;114,85
"LK Fürstenfeldbruck";9484;34;134;0;219311;4324,45;199;90,74
"LK Fürth";5095;14;202;0;117853;4323,18;89;75,52
"LK Garmisch-Partenkirchen";3481;27;87;0;88424;3936,71;77;87,08
"LK Günzburg";6350;56;104;0;127027;4998,94;205;161,38
"LK Haßberge";3921;18;86;0;84384;4646,62;83;98,36
"LK Hof";6215;13;151;0;94801;6555,84;80;84,39
"LK Kelheim";5700;39;105;0;123058;4631,96;180;146,27
"LK Kitzingen";3060;6;83;0;91155;3356,92;82;89,96
"LK Kronach";3991;9;89;0;66743;5979,65;103;154,32
"LK Kulmbach";4020;6;113;1;71566;5617,19;70;97,81
"LK Landsberg a.Lech";3958;9;66;0;120302;3290,05;53;44,06
"LK Landshut";7755;32;166;0;159895;4850,06;222;138,84
"LK Lichtenfels";3394;24;81;0;66776;5082,66;103;154,25
"LK Lindau";3256;8;62;0;81981;3971,65;52;63,43
"LK Main-Spessart";4536;13;209;1;126158;3595,49;84;66,58
"LK Miesbach";4318;39;77;0;100010;4317,57;155;154,98
"LK Miltenberg";5687;29;125;0;128743;4417,33;144;111,85
"LK Mühldorf a.Inn";6835;17;152;0;115872;5898,75;123;106,15
"LK München";14849;16;287;0;350473;4236,85;221;63,06
"LK Neu-Ulm";7077;37;113;1;175204;4039,29;270;154,11
"LK Neuburg-Schrobenhausen";3994;12;74;0;97303;4104,7;77;79,13
"LK Neumarkt i.d.OPf.";6212;60;120;0;134573;4616,08;183;135,99
"LK Neustadt a.d.Aisch-Bad Windsheim";4235;22;106;1;101014;4192,49;93;92,07
"LK Neustadt a.d.Waldnaab";5158;12;164;0;94450;5461,09;36;38,12
"LK Nürnberger Land";7064;43;174;0;170792;4136,03;191;111,83
"LK Oberallgäu";5858;22;82;3;156008;3754,94;216;138,45
"LK Ostallgäu";6887;26;123;0;141182;4878,1;164;116,16
"LK Passau";12702;23;361;0;192656;6593,1;167;86,68
"LK Pfaffenhofen a.d.Ilm";5498;28;157;0;128227;4287,71;100;77,99
"LK Regen";5429;15;160;0;77410;7013,31;84;108,51
"LK Regensburg";7835;36;179;1;194070;4037,2;183;94,3
"LK Rhön-Grabfeld";3411;32;86;0;79635;4283,29;112;140,64
"LK Rosenheim";13447;41;450;0;261330;5145,6;246;94,13
"LK Roth";5561;15;169;0;126749;4387,41;120;94,68
"LK Rottal-Inn";7226;33;171;1;121502;5947,23;201;165,43
"LK Schwandorf";8100;45;152;0;147872;5477,71;142;96,03
"LK Schweinfurt";4843;24;126;0;115445;4195,07;160;138,59
"LK Starnberg";4974;28;111;0;136667;3639,5;76;55,61
"LK Straubing-Bogen";5195;29;139;0;101120;5137,46;133;131,53
"LK Tirschenreuth";5278;10;265;0;72046;7325,88;31;43,03
"LK Traunstein";10681;27;212;0;177319;6023,61;164;92,49
"LK Unterallgäu";6769;68;139;3;145341;4657,32;328;225,68
"LK Weilheim-Schongau";4805;25;74;0;135478;3546,7;135;99,65
"LK Weißenburg-Gunzenhausen";3799;35;114;0;94734;4010,18;120;126,67
"LK Wunsiedel i.Fichtelgebirge";4973;7;196;1;72655;6844,68;41;56,43
"LK Würzburg";4255;13;71;1;162302;2621,66;84;51,76
"SK Amberg";1709;9;22;0;42207;4049,09;27;63,97
"SK Ansbach";1750;8;44;0;41798;4186,8;28;66,99
"SK Aschaffenburg";3240;29;106;0;71002;4563,25;57;80,28
"SK Augsburg";17135;35;386;1;296582;5777,49;417;140,6
"SK Bamberg";2963;16;103;0;77373;3829,5;72;93,06
"SK Bayreuth";3427;14;107;0;74783;4582,59;59;78,89
"SK Coburg";2247;17;87;0;41072;5470,88;105;255,65
"SK Erlangen";3825;14;92;0;112528;3399,15;65;57,76
"SK Fürth";7304;41;211;1;128497;5684,18;220;171,21
"SK Hof";3871;15;114;0;45825;8447,35;65;141,84
"SK Ingolstadt";5806;47;103;0;137392;4225,86;149;108,45
"SK Kaufbeuren";2272;9;52;0;44398;5117,35;63;141,9
"SK Kempten";2833;13;43;0;69151;4096,83;111;160,52
"SK Landshut";3906;18;107;0;73411;5320,73;126;171,64
"SK Memmingen";2038;17;24;0;44100;4621,32;112;253,97
"SK München";70497;231;1215;7;1484226;4749,75;950;64,01
"SK Nürnberg";32863;139;923;4;518370;6339,68;748;144,3
