"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10062;9326;1;466;19855
"'10-19";18951;18540;2;572;38065
"20-29";32285;30213;5;1137;63640
"30-39";26947;25821;8;1073;53849
"40-49";25088;27767;7;966;53828
"50-59";30084;31213;6;717;62020
"60-69";15879;14810;5;323;31017
"70-79";10949;11783;9;205;22946
"80-89";8619;15853;25;204;24701
"90-99";1702;5931;9;72;7714
"100+";42;146;0;7;195
"Unbekannt";124;132;0;49;305
"Gesamt";180732;191535;77;5791;378135
