"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12239;11321;1;536;24097
"'10-19";21998;21631;4;678;44311
"20-29";37855;35277;4;1270;74406
"30-39";32031;30309;8;1169;63517
"40-49";29853;32687;4;1083;63627
"50-59";35977;36859;6;850;73692
"60-69";18951;17646;3;391;36991
"70-79";12783;13765;6;260;26814
"80-89";10057;18202;18;309;28586
"90-99";1936;6694;5;102;8737
"100+";31;137;0;4;172
"Unbekannt";27;27;0;24;78
"Gesamt";213738;224555;59;6676;445028
