"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";415;6;20;0;133596;310,64;9;6,74
"LK Altötting";666;1;55;0;111210;598,87;30;26,98
"LK Amberg-Sulzbach";500;1;54;0;103109;484,92;2;1,94
"LK Ansbach";608;0;28;0;183949;330,53;0;0
"LK Aschaffenburg";602;2;42;0;174208;345,56;7;4,02
"LK Augsburg";501;13;11;0;251534;199,18;29;11,53
"LK Bad Kissingen";273;2;18;0;103218;264,49;8;7,75
"LK Bad Tölz-Wolfratshausen";530;1;10;0;127227;416,58;8;6,29
"LK Bamberg";445;1;36;0;147086;302,54;5;3,4
"LK Bayreuth";435;0;28;0;103656;419,66;2;1,93
"LK Berchtesgadener Land";372;0;25;0;105722;351,87;10;9,46
"LK Cham";444;1;21;0;127882;347,2;7;5,47
"LK Coburg";416;0;29;0;86906;478,68;8;9,21
"LK Dachau";1028;12;31;0;153884;668,04;39;25,34
"LK Deggendorf";357;0;15;0;119326;299,18;13;10,89
"LK Dillingen a.d.Donau";290;0;29;0;96021;302,02;4;4,17
"LK Dingolfing-Landau";829;0;10;0;96217;861,59;46;47,81
"LK Donau-Ries";389;7;23;0;133496;291,39;11;8,24
"LK Ebersberg";572;14;5;0;142142;402,41;32;22,51
"LK Eichstätt";331;1;20;0;132341;250,11;10;7,56
"LK Erding";745;4;11;0;137660;541,19;23;16,71
"LK Erlangen-Höchstadt";311;1;11;0;136271;228,22;17;12,48
"LK Forchheim";237;1;4;0;116099;204,14;7;6,03
"LK Freising";1064;2;46;0;179116;594,03;30;16,75
"LK Freyung-Grafenau";197;0;12;0;78355;251,42;1;1,28
"LK Fürstenfeldbruck";1005;7;36;0;219320;458,23;18;8,21
"LK Fürth";517;2;58;0;117387;440,42;3;2,56
"LK Garmisch-Partenkirchen";313;1;18;0;88467;353,8;9;10,17
"LK Günzburg";279;5;4;0;125747;221,87;20;15,9
"LK Haßberge";181;1;6;0;84599;213,95;2;2,36
"LK Hof";486;2;32;0;95311;509,91;7;7,34
"LK Kelheim";530;4;35;0;122258;433,51;24;19,63
"LK Kitzingen";208;6;3;0;90909;228,8;10;11
"LK Kronach";175;0;3;0;67135;260,67;0;0
"LK Kulmbach";253;2;11;0;71845;352,15;4;5,57
"LK Landsberg a.Lech";389;7;10;0;120071;323,97;9;7,5
"LK Landshut";749;6;31;0;158698;471,97;25;15,75
"LK Lichtenfels";326;1;17;0;66838;487,75;3;4,49
"LK Lindau";264;0;8;0;81669;323,26;10;12,24
"LK Main-Spessart";172;1;6;0;126365;136,11;7;5,54
"LK Miesbach";633;1;11;0;99726;634,74;16;16,04
"LK Miltenberg";341;0;5;0;128756;264,84;2;1,55
"LK Mühldorf a.Inn";541;4;27;0;115250;469,41;18;15,62
