"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";409;2;20;0;133596;306,15;4;2,99
"LK Altötting";657;6;55;0;111210;590,77;22;19,78
"LK Amberg-Sulzbach";499;0;54;0;103109;483,95;3;2,91
"LK Ansbach";608;0;28;0;183949;330,53;0;0
"LK Aschaffenburg";596;1;42;0;174208;342,12;4;2,3
"LK Augsburg";488;14;11;0;251534;194,01;24;9,54
"LK Bad Kissingen";271;2;18;0;103218;262,55;6;5,81
"LK Bad Tölz-Wolfratshausen";529;2;10;0;127227;415,79;8;6,29
"LK Bamberg";443;0;36;0;147086;301,18;3;2,04
"LK Bayreuth";434;1;28;0;103656;418,69;1;0,96
"LK Berchtesgadener Land";372;2;25;0;105722;351,87;13;12,3
"LK Cham";437;0;21;0;127882;341,72;1;0,78
"LK Coburg";413;0;29;0;86906;475,23;5;5,75
"LK Dachau";1016;21;31;0;153884;660,24;31;20,15
"LK Deggendorf";355;6;15;0;119326;297,5;14;11,73
"LK Dillingen a.d.Donau";290;0;29;0;96021;302,02;6;6,25
"LK Dingolfing-Landau";825;14;10;0;96217;857,44;106;110,17
"LK Donau-Ries";382;0;23;0;133496;286,15;4;3
"LK Ebersberg";549;3;5;0;142142;386,23;11;7,74
"LK Eichstätt";330;4;20;0;132341;249,36;15;11,33
"LK Erding";741;9;11;0;137660;538,28;20;14,53
"LK Erlangen-Höchstadt";309;10;11;0;136271;226,75;16;11,74
"LK Forchheim";236;2;4;0;116099;203,27;14;12,06
"LK Freising";1062;9;46;0;179116;592,91;34;18,98
"LK Freyung-Grafenau";197;1;12;0;78355;251,42;1;1,28
"LK Fürstenfeldbruck";998;5;36;0;219320;455,04;13;5,93
"LK Fürth";514;0;58;0;117387;437,87;3;2,56
"LK Garmisch-Partenkirchen";309;0;18;0;88467;349,28;5;5,65
"LK Günzburg";274;4;4;0;125747;217,9;18;14,31
"LK Haßberge";179;0;6;0;84599;211,59;0;0
"LK Hof";483;1;32;0;95311;506,76;4;4,2
"LK Kelheim";523;1;35;0;122258;427,78;19;15,54
"LK Kitzingen";202;1;3;0;90909;222,2;4;4,4
"LK Kronach";175;0;3;0;67135;260,67;0;0
"LK Kulmbach";251;1;11;0;71845;349,36;2;2,78
"LK Landsberg a.Lech";382;1;10;0;120071;318,15;4;3,33
"LK Landshut";742;5;31;0;158698;467,55;22;13,86
"LK Lichtenfels";323;0;17;0;66838;483,26;2;2,99
"LK Lindau";262;4;8;0;81669;320,81;9;11,02
"LK Main-Spessart";167;0;6;0;126365;132,16;2;1,58
"LK Miesbach";627;1;11;0;99726;628,72;10;10,03
"LK Miltenberg";341;0;5;0;128756;264,84;4;3,11
"LK Mühldorf a.Inn";534;0;27;0;115250;463,34;15;13,02
"LK München";1569;9;95;0;348871;449,74;25;7,17
"LK Neu-Ulm";497;1;26;0;174200;285,3;16;9,18
"LK Neuburg-Schrobenhausen";346;1;18;0;96680;357,88;9;9,31
"LK Neumarkt i.d.OPf.";408;0;17;0;133561;305,48;1;0,75
"LK Neustadt a.d.Aisch-Bad Windsheim";261;0;6;0;100364;260,05;1;1
"LK Neustadt a.d.Waldnaab";846;0;73;0;94352;896,64;1;1,06
"LK Nürnberger Land";675;2;44;0;170365;396,21;5;2,93
"LK Oberallgäu";217;0;7;0;155362;139,67;7;4,51
"LK Ostallgäu";542;1;39;0;140316;386,27;4;2,85
"LK Passau";641;0;31;0;192043;333,78;4;2,08
"LK Pfaffenhofen a.d.Ilm";396;3;21;0;127151;311,44;4;3,15
"LK Regen";201;0;12;0;77656;258,83;1;1,29
"LK Regensburg";519;0;15;0;193572;268,12;8;4,13
"LK Rhön-Grabfeld";208;0;8;0;79690;261,01;5;6,27
"LK Rosenheim";2355;2;199;0;260983;902,36;22;8,43
"LK Roth";303;2;7;0;126958;238,66;7;5,51
"LK Rottal-Inn";748;1;48;0;120659;619,93;3;2,49
"LK Schwandorf";520;1;20;0;147189;353,29;1;0,68
"LK Schweinfurt";554;2;25;0;115106;481,3;10;8,69
"LK Starnberg";620;3;13;0;136092;455,57;6;4,41
"LK Straubing-Bogen";570;0;29;0;100649;566,32;5;4,97
"LK Tirschenreuth";1140;0;138;0;72504;1572,33;0;0
"LK Traunstein";1326;0;88;0;177089;748,78;6;3,39
"LK Unterallgäu";295;0;14;0;144041;204,8;5;3,47
"LK Weilheim-Schongau";373;0;3;0;135348;275,59;2;1,48
"LK Weißenburg-Gunzenhausen";351;5;25;0;94393;371,85;7;7,42
"LK Wunsiedel i.Fichtelgebirge";677;0;41;0;73178;925,14;4;5,47
"LK Würzburg";455;1;7;0;161834;281,15;13;8,03
"SK Amberg";98;2;4;0;41970;233,5;3;7,15
"SK Ansbach";155;0;8;0;41847;370,4;0;0
"SK Aschaffenburg";139;1;1;0;70527;197,09;4;5,67
"SK Augsburg";595;2;16;0;295135;201,6;18;6,1
"SK Bamberg";213;0;22;0;77592;274,51;3;3,87
"SK Bayreuth";216;2;11;0;74657;289,32;4;5,36
"SK Coburg";124;0;3;0;41249;300,61;1;2,42
"SK Erlangen";287;1;11;0;111962;256,34;7;6,25
"SK Fürth";451;0;38;0;127748;353,04;5;3,91
"SK Hof";146;0;4;0;45930;317,88;3;6,53
"SK Ingolstadt";586;2;38;0;136981;427,8;22;16,06
"SK Kaufbeuren";116;1;5;0;43893;264,28;2;4,56
"SK Kempten";122;0;10;0;68907;177,05;1;1,45
"SK Landshut";298;0;9;0;72404;411,58;4;5,52
"SK Memmingen";66;0;0;0;43837;150,56;4;9,12
"SK München";7623;41;223;0;1471508;518,04;197;13,39
"SK Nürnberg";1260;4;52;0;518365;243,07;34;6,56
"SK Passau";150;0;18;0;52469;285,88;3;5,72
"SK Regensburg";740;1;10;0;152610;484,9;8;5,24
"SK Rosenheim";558;1;23;0;63324;881,18;10;15,79
"SK Schwabach";93;1;2;0;40792;227,99;1;2,45
"SK Schweinfurt";195;0;17;0;54032;360,9;0;0
"SK Straubing";452;3;48;0;47794;945,73;5;10,46
"SK Weiden i.d.OPf.";339;0;20;0;42520;797,27;0;0
"SK Würzburg";504;1;52;0;127880;394,12;4;3,13
