"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21572;19997;2;828;42399
"'10-19";34463;33122;7;989;68581
"20-29";54945;50117;5;1589;106656
"30-39";47577;44559;9;1470;93615
"40-49";44544;46793;7;1347;92691
"50-59";52162;50941;7;1076;104186
"60-69";26483;24723;3;469;51678
"70-79";16341;17489;6;295;34131
"80-89";11620;20630;18;326;32594
"90-99";2137;7279;5;110;9531
"100+";25;153;0;5;183
"Unbekannt";33;32;0;10;75
"Gesamt";311902;315835;69;8514;NA
