"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";390;0;20;0;133596;291,92;1;0,75
"LK Altötting";604;0;53;0;111210;543,12;0;0
"LK Amberg-Sulzbach";496;0;53;0;103109;481,04;0;0
"LK Ansbach";606;0;27;0;183949;329,44;0;0
"LK Aschaffenburg";540;0;38;0;174208;309,97;1;0,57
"LK Augsburg";387;0;9;0;251534;153,86;0;0
"LK Bad Kissingen";257;0;18;0;103218;248,99;0;0
"LK Bad Tölz-Wolfratshausen";428;0;10;0;127227;336,41;4;3,14
"LK Bamberg";423;0;36;0;147086;287,59;1;0,68
"LK Bayreuth";423;0;28;0;103656;408,08;0;0
"LK Berchtesgadener Land";308;0;22;0;105722;291,33;3;2,84
"LK Cham";430;0;21;0;127882;336,25;0;0
"LK Coburg";368;0;28;0;86906;423,45;6;6,9
"LK Dachau";921;4;30;0;153884;598,5;4;2,6
"LK Deggendorf";328;0;15;0;119326;274,88;0;0
"LK Dillingen a.d.Donau";264;0;29;0;96021;274,94;0;0
"LK Dingolfing-Landau";220;0;9;0;96217;228,65;2;2,08
"LK Donau-Ries";353;0;23;0;133496;264,43;0;0
"LK Ebersberg";518;0;5;0;142142;364,42;0;0
"LK Eichstätt";302;0;18;0;132341;228,2;2;1,51
"LK Erding";627;0;11;0;137660;455,47;11;7,99
"LK Erlangen-Höchstadt";245;0;11;0;136271;179,79;0;0
"LK Forchheim";206;0;4;0;116099;177,43;0;0
"LK Freising";966;0;43;0;179116;539,32;8;4,47
"LK Freyung-Grafenau";195;0;12;0;78355;248,87;1;1,28
"LK Fürstenfeldbruck";908;0;35;0;219320;414,01;2;0,91
"LK Fürth";483;-1;58;0;117387;411,46;0;0
"LK Garmisch-Partenkirchen";287;0;18;0;88467;324,41;0;0
"LK Günzburg";237;0;4;0;125747;188,47;0;0
"LK Haßberge";167;0;6;0;84599;197,4;3;3,55
"LK Hof";426;0;32;0;95311;446,96;0;0
"LK Kelheim";447;1;35;0;122258;365,62;3;2,45
"LK Kitzingen";191;0;3;0;90909;210,1;0;0
"LK Kronach";167;0;3;0;67135;248,75;0;0
"LK Kulmbach";244;0;11;0;71845;339,62;0;0
"LK Landsberg a.Lech";365;0;10;0;120071;303,99;3;2,5
"LK Landshut";672;0;31;0;158698;423,45;1;0,63
"LK Lichtenfels";299;1;16;0;66838;447,35;7;10,47
"LK Lindau";241;0;8;0;81669;295,09;0;0
"LK Main-Spessart";157;0;6;0;126365;124,24;0;0
"LK Miesbach";586;0;11;0;99726;587,61;0;0
"LK Miltenberg";305;0;5;0;128756;236,88;3;2,33
"LK Mühldorf a.Inn";499;0;27;0;115250;432,97;0;0
"LK München";1410;0;83;0;348871;404,16;9;2,58
"LK Neu-Ulm";432;2;26;0;174200;247,99;3;1,72
"LK Neuburg-Schrobenhausen";333;0;18;0;96680;344,44;0;0
"LK Neumarkt i.d.OPf.";384;0;17;0;133561;287,51;1;0,75
"LK Neustadt a.d.Aisch-Bad Windsheim";243;0;6;0;100364;242,12;0;0
"LK Neustadt a.d.Waldnaab";827;0;71;0;94352;876,51;3;3,18
"LK Nürnberger Land";630;0;44;0;170365;369,79;2;1,17
"LK Oberallgäu";186;0;7;0;155362;119,72;2;1,29
"LK Ostallgäu";504;1;39;0;140316;359,19;0;0
"LK Passau";583;0;30;0;192043;303,58;1;0,52
"LK Pfaffenhofen a.d.Ilm";377;0;20;0;127151;296,5;1;0,79
"LK Regen";196;0;11;0;77656;252,4;0;0
"LK Regensburg";499;0;15;0;193572;257,79;0;0
"LK Rhön-Grabfeld";195;0;6;0;79690;244,7;0;0
"LK Rosenheim";2285;0;194;0;260983;875,54;1;0,38
"LK Roth";285;-2;7;0;126958;224,48;1;0,79
"LK Rottal-Inn";733;0;48;0;120659;607,5;0;0
"LK Schwandorf";507;1;19;0;147189;344,46;0;0
"LK Schweinfurt";514;0;25;0;115106;446,54;4;3,48
"LK Starnberg";540;0;13;0;136092;396,79;1;0,73
"LK Straubing-Bogen";548;0;29;0;100649;544,47;1;0,99
"LK Tirschenreuth";1134;0;137;0;72504;1564,05;1;1,38
"LK Traunstein";1324;0;87;0;177089;747,65;4;2,26
"LK Unterallgäu";271;0;14;0;144041;188,14;0;0
"LK Weilheim-Schongau";355;0;3;0;135348;262,29;3;2,22
"LK Weißenburg-Gunzenhausen";332;0;25;0;94393;351,72;0;0
"LK Wunsiedel i.Fichtelgebirge";660;1;39;0;73178;901,91;2;2,73
"LK Würzburg";415;0;9;0;161834;256,44;0;0
"SK Amberg";89;0;4;0;41970;212,06;1;2,38
"SK Ansbach";142;0;8;0;41847;339,33;0;0
"SK Aschaffenburg";116;0;1;0;70527;164,48;0;0
"SK Augsburg";431;0;15;0;295135;146,03;11;3,73
"SK Bamberg";202;0;22;0;77592;260,34;2;2,58
"SK Bayreuth";209;2;11;0;74657;279,95;3;4,02
"SK Coburg";104;0;1;0;41249;252,13;5;12,12
"SK Erlangen";259;0;11;0;111962;231,33;0;0
"SK Fürth";396;0;38;0;127748;309,99;2;1,57
"SK Hof";142;0;4;0;45930;309,17;0;0
"SK Ingolstadt";478;3;37;0;136981;348,95;6;4,38
"SK Kaufbeuren";111;0;5;0;43893;252,89;0;0
"SK Kempten";102;0;10;0;68907;148,03;0;0
"SK Landshut";280;0;9;0;72404;386,72;0;0
"SK Memmingen";51;0;0;0;43837;116,34;0;0
"SK München";6657;15;217;2;1471508;452,39;74;5,03
"SK Nürnberg";1101;0;49;0;518365;212,4;23;4,44
"SK Passau";135;0;18;0;52469;257,29;0;0
"SK Regensburg";661;0;10;0;152610;433,13;2;1,31
"SK Rosenheim";514;0;23;0;63324;811,7;1;1,58
"SK Schwabach";79;0;2;0;40792;193,67;0;0
"SK Schweinfurt";177;0;17;0;54032;327,58;1;1,85
"SK Straubing";428;0;48;0;47794;895,51;2;4,18
"SK Weiden i.d.OPf.";337;0;20;0;42520;792,57;3;7,06
"SK Würzburg";470;0;50;0;127880;367,53;2;1,56
