"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22504;20876;1;721;44102
"'10-19";35956;34530;5;892;71383
"20-29";56678;51612;4;1463;109757
"30-39";48920;45782;5;1357;96064
"40-49";45597;47888;4;1236;94725
"50-59";53112;51823;6;969;105910
"60-69";26913;25117;2;426;52458
"70-79";16481;17693;2;259;34435
"80-89";11706;20813;12;290;32821
"90-99";2151;7353;2;85;9591
"100+";22;151;0;4;177
"Unbekannt";23;21;0;6;50
"Gesamt";320063;323659;43;7708;651473
