"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8897;8260;0;403;17560
"'10-19";16758;16192;0;495;33445
"20-29";28155;25994;2;955;55106
"30-39";23282;22192;3;898;46375
"40-49";21798;23936;3;791;46528
"50-59";26186;26854;3;624;53667
"60-69";13532;12628;3;275;26438
"70-79";9258;9939;1;162;19360
"80-89";7028;12778;4;144;19954
"90-99";1380;4683;1;38;6102
"100+";36;117;0;7;160
"Unbekannt";127;142;0;48;317
"Gesamt";156437;163715;20;4840;325012
