"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";3429;0;77;0;134655;2546,51;30;22,28
"LK Altötting";3742;1;155;0;111516;3355,57;79;70,84
"LK Amberg-Sulzbach";2816;5;104;0;103049;2732,68;80;77,63
"LK Ansbach";4718;7;118;0;184591;2555,92;115;62,3
"LK Aschaffenburg";5584;8;176;1;174200;3205,51;85;48,79
"LK Augsburg";7455;4;160;0;253468;2941,2;61;24,07
"LK Bad Kissingen";2218;1;80;0;103235;2148,5;34;32,93
"LK Bad Tölz-Wolfratshausen";3442;12;56;1;127917;2690,81;83;64,89
"LK Bamberg";3538;9;101;1;147163;2404,14;126;85,62
"LK Bayreuth";3169;17;124;0;103664;3056,99;101;97,43
"LK Berchtesgadener Land";4151;11;89;0;105929;3918,66;107;101,01
"LK Cham";3602;14;111;0;127998;2814,11;109;85,16
"LK Coburg";3224;5;137;0;86747;3716,56;73;84,15
"LK Dachau";5677;9;117;3;154899;3664,97;60;38,73
"LK Deggendorf";4173;18;118;0;119478;3492,69;90;75,33
"LK Dillingen a.d.Donau";2495;1;93;0;96562;2583,83;32;33,14
"LK Dingolfing-Landau";3174;5;72;0;96683;3282,89;51;52,75
"LK Donau-Ries";3577;4;135;0;133783;2673,73;38;28,4
"LK Ebersberg";4626;0;147;0;143649;3220,35;52;36,2
"LK Eichstätt";3292;3;68;0;132881;2477,4;30;22,58
"LK Erding";4919;0;87;0;138182;3559,8;44;31,84
"LK Erlangen-Höchstadt";3499;4;110;0;137262;2549,14;45;32,78
"LK Forchheim";3228;11;94;0;116203;2777,9;69;59,38
"LK Freising";5536;9;104;0;180007;3075,44;92;51,11
"LK Freyung-Grafenau";3378;6;97;0;78362;4310,76;71;90,61
"LK Fürstenfeldbruck";6853;0;117;0;219311;3124,79;54;24,62
"LK Fürth";3643;11;169;0;117853;3091,14;74;62,79
"LK Garmisch-Partenkirchen";2454;2;74;0;88424;2775,26;48;54,28
"LK Günzburg";4283;5;91;0;127027;3371,72;34;26,77
"LK Haßberge";2370;1;66;0;84384;2808,59;32;37,92
"LK Hof";3590;1;101;0;94801;3786,88;131;138,18
"LK Kelheim";3121;1;82;0;123058;2536,2;43;34,94
"LK Kitzingen";2101;8;67;0;91155;2304,87;78;85,57
"LK Kronach";2131;5;57;0;66743;3192,84;58;86,9
"LK Kulmbach";2104;6;89;0;71566;2939,94;50;69,87
"LK Landsberg a.Lech";2893;2;41;0;120302;2404,78;38;31,59
"LK Landshut";4985;47;145;0;159895;3117,67;95;59,41
"LK Lichtenfels";2121;5;55;0;66776;3176,29;30;44,93
"LK Lindau";2239;3;50;0;81981;2731,12;38;46,35
"LK Main-Spessart";3109;11;183;0;126158;2464,37;51;40,43
"LK Miesbach";3071;5;53;0;100010;3070,69;48;48
"LK Miltenberg";4099;10;104;0;128743;3183,86;112;87
"LK Mühldorf a.Inn";4397;5;117;0;115872;3794,7;79;68,18
"LK München";10950;24;227;1;350473;3124,35;172;49,08
"LK Neu-Ulm";4724;12;100;0;175204;2696,29;94;53,65
"LK Neuburg-Schrobenhausen";2661;2;62;0;97303;2734,76;15;15,42
"LK Neumarkt i.d.OPf.";3939;9;106;0;134573;2927,04;99;73,57
"LK Neustadt a.d.Aisch-Bad Windsheim";2557;5;62;0;101014;2531,33;81;80,19
"LK Neustadt a.d.Waldnaab";3697;10;136;0;94450;3914,24;72;76,23
"LK Nürnberger Land";4690;14;147;0;170792;2746,03;124;72,6
"LK Oberallgäu";3620;3;52;0;156008;2320,39;73;46,79
"LK Ostallgäu";3796;2;100;0;141182;2688,73;48;34
"LK Passau";9571;29;279;1;192656;4967,92;237;123,02
