"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22518;20879;1;721;44119
"'10-19";35988;34554;5;891;71438
"20-29";56723;51637;4;1462;109826
"30-39";48942;45796;5;1357;96100
"40-49";45603;47896;4;1236;94739
"50-59";53121;51839;6;968;105934
"60-69";26915;25112;2;426;52455
"70-79";16480;17690;2;259;34431
"80-89";11706;20816;12;290;32824
"90-99";2151;7353;2;85;9591
"100+";22;151;0;4;177
"Unbekannt";23;21;0;7;51
"Gesamt";320192;323744;43;7706;651685
