"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";8342;7740;0;370;16452
"'10-19";15861;15300;0;466;31627
"20-29";26524;24300;2;873;51699
"30-39";21842;20642;3;824;43311
"40-49";20398;22222;3;735;43358
"50-59";24373;24774;3;566;49716
"60-69";12460;11614;3;240;24317
"70-79";8538;9128;0;145;17811
"80-89";6363;11466;2;117;17948
"90-99";1260;4127;0;35;5422
"100+";30;103;0;5;138
"Unbekannt";114;116;0;43;273
"Gesamt";146105;151532;16;4419;302072
