"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";11460;10662;1;525;22648
"'10-19";21059;20702;4;655;42420
"20-29";36227;33868;4;1250;71349
"30-39";30547;29045;8;1154;60754
"40-49";28520;31405;4;1064;60993
"50-59";34356;35488;6;828;70678
"60-69";18129;16939;3;390;35461
"70-79";12351;13358;6;264;25979
"80-89";9815;17866;18;312;28011
"90-99";1895;6595;5;105;8600
"100+";40;142;0;5;187
"Unbekannt";34;46;0;29;109
"Gesamt";204433;216116;59;6581;427189
