"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";364;346;7;717
"'10-19";810;912;9;1731
"20-29";1942;2196;33;4171
"30-39";1965;2023;33;4021
"40-49";2147;2503;32;4682
"50-59";2882;3087;38;6007
"60-69";1661;1383;22;3066
"70-79";1299;1119;10;2428
"80-89";815;1122;7;1944
"90-99";106;337;4;447
"100+";2;7;0;9
"Unbekannt";18;16;5;39
"Gesamt";14011;15051;200;29262
