"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";517;497;12;1026
"'10-19";1153;1355;11;2519
"20-29";2984;3186;39;6209
"30-39";2746;2829;21;5596
"40-49";2863;3487;19;6369
"50-59";3924;4399;11;8334
"60-69";2306;1998;9;4313
"70-79";1882;1769;7;3658
"80-89";1372;2147;0;3519
"90-99";212;698;2;912
"100+";0;14;1;15
"Unbekannt";9;14;2;25
"Gesamt";19968;22393;134;42495
