"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";1644;11;29;4;134655;1220,9;195;144,81
"LK Altötting";1789;11;59;0;111516;1604,25;285;255,57
"LK Amberg-Sulzbach";1274;30;58;2;103049;1236,31;219;212,52
"LK Ansbach";2042;30;41;1;184591;1106,23;238;128,93
"LK Aschaffenburg";2123;43;44;0;174200;1218,71;265;152,12
"LK Augsburg";3539;183;25;0;253468;1396,23;591;233,17
"LK Bad Kissingen";689;4;18;0;103235;667,41;108;104,62
"LK Bad Tölz-Wolfratshausen";1640;20;13;0;127917;1282,08;259;202,48
"LK Bamberg";1437;2;48;2;147163;976,47;135;91,74
"LK Bayreuth";916;2;29;0;103664;883,62;78;75,24
"LK Berchtesgadener Land";1850;19;35;1;105929;1746,45;194;183,14
"LK Cham";1564;12;27;0;127998;1221,89;177;138,28
"LK Coburg";1008;16;33;1;86747;1162;165;190,21
"LK Dachau";2918;73;61;0;154899;1883,81;344;222,08
"LK Deggendorf";1291;12;22;0;119478;1080,53;139;116,34
"LK Dillingen a.d.Donau";1140;7;42;0;96562;1180,59;141;146,02
"LK Dingolfing-Landau";1652;24;16;2;96683;1708,68;109;112,74
"LK Donau-Ries";1707;28;35;0;133783;1275,95;219;163,7
"LK Ebersberg";2030;21;18;2;143649;1413,17;247;171,95
"LK Eichstätt";1365;20;27;1;132881;1027,23;253;190,4
"LK Erding";2145;102;18;2;138182;1552,3;239;172,96
"LK Erlangen-Höchstadt";1326;17;17;2;137262;966,04;240;174,85
"LK Forchheim";1020;10;9;2;116203;877,77;163;140,27
"LK Freising";2793;110;50;0;180007;1551,61;269;149,44
"LK Freyung-Grafenau";1195;12;22;0;78362;1524,97;226;288,41
"LK Fürstenfeldbruck";3639;110;55;-1;219311;1659,29;382;174,18
"LK Fürth";1645;0;74;0;117853;1395,81;193;163,76
"LK Garmisch-Partenkirchen";991;1;22;0;88424;1120,74;95;107,44
"LK Günzburg";1918;29;26;1;127027;1509,92;385;303,09
"LK Haßberge";895;10;9;0;84384;1060,63;233;276,12
"LK Hof";1187;10;35;0;94801;1252,1;195;205,69
"LK Kelheim";1450;20;37;0;123058;1178,31;185;150,34
"LK Kitzingen";845;-13;6;0;91155;926,99;99;108,61
"LK Kronach";774;17;9;0;66743;1159,67;194;290,67
"LK Kulmbach";680;1;12;0;71566;950,17;38;53,1
"LK Landsberg a.Lech";1391;53;16;0;120302;1156,26;149;123,85
"LK Landshut";2095;23;43;0;159895;1310,23;276;172,61
"LK Lichtenfels";956;4;25;0;66776;1431,65;71;106,33
"LK Lindau";1018;7;10;0;81981;1241,75;88;107,34
"LK Main-Spessart";942;56;18;4;126158;746,68;243;192,62
"LK Miesbach";1595;16;11;0;100010;1594,84;189;188,98
"LK Miltenberg";1653;43;25;2;128743;1283,95;261;202,73
"LK Mühldorf a.Inn";2025;35;32;0;115872;1747,62;280;241,65
"LK München";5409;69;103;1;350473;1543,34;588;167,77
"LK Neu-Ulm";2253;37;29;0;175204;1285,93;363;207,19
"LK Neuburg-Schrobenhausen";1223;7;36;1;97303;1256,9;132;135,66
"LK Neumarkt i.d.OPf.";1428;20;48;4;134573;1061,13;148;109,98
"LK Neustadt a.d.Aisch-Bad Windsheim";950;10;10;1;101014;940,46;154;152,45
"LK Neustadt a.d.Waldnaab";1701;22;77;0;94450;1800,95;148;156,7
"LK Nürnberger Land";1839;50;50;0;170792;1076,75;247;144,62
"LK Oberallgäu";1535;25;14;0;156008;983,92;239;153,2
"LK Ostallgäu";1888;6;47;2;141182;1337,28;181;128,2
"LK Passau";3257;42;47;1;192656;1690,58;600;311,44
"LK Pfaffenhofen a.d.Ilm";1638;27;36;3;128227;1277,42;218;170,01
"LK Regen";963;14;14;0;77410;1244,03;193;249,32
"LK Regensburg";2387;55;25;3;194070;1229,97;407;209,72
"LK Rhön-Grabfeld";765;29;13;0;79635;960,63;126;158,22
"LK Rosenheim";5902;66;223;2;261330;2258,45;659;252,17
"LK Roth";1255;22;12;2;126749;990,15;207;163,31
"LK Rottal-Inn";2445;34;64;0;121502;2012,31;241;198,35
"LK Schwandorf";1950;66;25;0;147872;1318,71;333;225,19
"LK Schweinfurt";1880;4;38;0;115445;1628,48;201;174,11
"LK Starnberg";1692;7;15;0;136667;1238,05;128;93,66
"LK Straubing-Bogen";1433;11;32;0;101120;1417,13;258;255,14
"LK Tirschenreuth";1749;13;144;0;72046;2427,62;102;141,58
"LK Traunstein";3784;21;109;4;177319;2134,01;471;265,62
"LK Unterallgäu";1669;11;38;4;145341;1148,33;214;147,24
"LK Weilheim-Schongau";1535;10;16;0;135478;1133,03;137;101,12
"LK Weißenburg-Gunzenhausen";1013;7;30;1;94734;1069,31;118;124,56
"LK Wunsiedel i.Fichtelgebirge";1211;10;51;2;72655;1666,78;124;170,67
"LK Würzburg";1628;20;25;0;162302;1003,07;154;94,88
"SK Amberg";419;5;4;0;42207;992,73;81;191,91
"SK Ansbach";490;10;10;0;41798;1172,3;53;126,8
"SK Aschaffenburg";683;6;4;0;71002;961,94;85;119,71
"SK Augsburg";5915;107;58;6;296582;1994,39;841;283,56
"SK Bamberg";751;6;28;0;77373;970,62;84;108,57
"SK Bayreuth";674;4;14;0;74783;901,27;48;64,19
"SK Coburg";364;6;6;0;41072;886,25;65;158,26
"SK Erlangen";1164;13;15;0;112528;1034,41;189;167,96
"SK Fürth";1915;1;42;1;128497;1490,31;257;200
"SK Hof";543;4;7;0;45825;1184,94;136;296,78
"SK Ingolstadt";2051;15;46;0;137392;1492,81;200;145,57
"SK Kaufbeuren";745;40;16;0;44398;1678;144;324,34
"SK Kempten";748;22;15;1;69151;1081,69;125;180,76
"SK Landshut";989;3;13;1;73411;1347,21;124;168,91
"SK Memmingen";533;6;5;0;44100;1208,62;63;142,86
"SK München";27116;310;319;4;1484226;1826,95;2958;199,3
"SK Nürnberg";7609;218;72;0;518370;1467,87;1255;242,11
"SK Passau";908;21;21;0;52803;1719,6;206;390,13
"SK Regensburg";2331;20;11;1;153094;1522,59;303;197,92
"SK Rosenheim";1572;7;23;0;63551;2473,6;146;229,74
"SK Schwabach";437;7;4;0;40981;1066,35;56;136,65
"SK Schweinfurt";869;5;24;0;53426;1626,55;109;204,02
"SK Straubing";812;3;50;0;47791;1699,06;58;121,36
"SK Weiden i.d.OPf.";879;12;21;0;42743;2056,48;73;170,79
"SK Würzburg";1649;30;53;0;127934;1288,95;117;91,45
