"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";5730;5337;0;242;11309
"'10-19";11469;10828;0;308;22605
"20-29";19989;18041;1;561;38592
"30-39";16078;14639;1;530;31248
"40-49";14860;15797;4;464;31125
"50-59";17580;17273;2;321;35176
"60-69";8896;8097;3;151;17147
"70-79";5996;6052;0;76;12124
"80-89";4077;7019;0;48;11144
"90-99";720;2399;0;15;3134
"100+";15;63;0;2;80
"Unbekannt";72;57;0;172;301
"Gesamt";105482;105602;11;2890;213985
