"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";10994;10208;1;512;21715
"'10-19";20333;20038;3;624;40998
"20-29";35019;32745;5;1200;68969
"30-39";29423;28089;9;1115;58636
"40-49";27482;30329;4;1037;58852
"50-59";33105;34316;6;785;68212
"60-69";17507;16361;3;370;34241
"70-79";11961;12934;6;250;25151
"80-89";9541;17397;18;289;27245
"90-99";1858;6489;5;100;8452
"100+";46;153;0;6;205
"Unbekannt";122;126;0;51;299
"Gesamt";197391;209185;60;6339;412975
