"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";389;1;20;0;133596;291,18;1;0,75
"LK Altötting";604;0;53;0;111210;543,12;0;0
"LK Amberg-Sulzbach";496;0;54;1;103109;481,04;0;0
"LK Ansbach";605;-1;27;0;183949;328,9;0;0
"LK Aschaffenburg";541;1;41;3;174208;310,55;2;1,15
"LK Augsburg";387;0;9;0;251534;153,86;0;0
"LK Bad Kissingen";258;0;18;0;103218;249,96;0;0
"LK Bad Tölz-Wolfratshausen";428;0;10;0;127227;336,41;2;1,57
"LK Bamberg";428;0;36;0;147086;290,99;2;1,36
"LK Bayreuth";424;1;28;0;103656;409,05;0;0
"LK Berchtesgadener Land";309;0;22;0;105722;292,28;4;3,78
"LK Cham";430;0;21;0;127882;336,25;0;0
"LK Coburg";371;0;29;1;86906;426,9;7;8,05
"LK Dachau";922;1;30;0;153884;599,15;4;2,6
"LK Deggendorf";328;0;15;0;119326;274,88;0;0
"LK Dillingen a.d.Donau";264;0;29;0;96021;274,94;0;0
"LK Dingolfing-Landau";221;1;9;0;96217;229,69;1;1,04
"LK Donau-Ries";353;0;23;0;133496;264,43;0;0
"LK Ebersberg";517;0;5;0;142142;363,72;0;0
"LK Eichstätt";303;0;18;0;132341;228,95;0;0
"LK Erding";638;0;11;0;137660;463,46;14;10,17
"LK Erlangen-Höchstadt";246;0;11;0;136271;180,52;1;0,73
"LK Forchheim";206;0;4;0;116099;177,43;0;0
"LK Freising";970;1;43;0;179116;541,55;11;6,14
"LK Freyung-Grafenau";195;0;12;0;78355;248,87;1;1,28
"LK Fürstenfeldbruck";909;1;35;0;219320;414,46;1;0,46
"LK Fürth";491;34;58;1;117387;418,27;1;0,85
"LK Garmisch-Partenkirchen";293;1;18;0;88467;331,2;0;0
"LK Günzburg";238;1;4;0;125747;189,27;1;0,8
"LK Haßberge";167;0;6;0;84599;197,4;2;2,36
"LK Hof";426;0;32;0;95311;446,96;0;0
"LK Kelheim";454;2;35;0;122258;371,35;3;2,45
"LK Kitzingen";192;0;3;0;90909;211,2;0;0
"LK Kronach";169;1;3;0;67135;251,73;2;2,98
"LK Kulmbach";244;0;11;0;71845;339,62;0;0
"LK Landsberg a.Lech";367;1;10;0;120071;305,65;3;2,5
"LK Landshut";672;-1;31;0;158698;423,45;0;0
"LK Lichtenfels";299;0;17;0;66838;447,35;3;4,49
"LK Lindau";241;0;8;0;81669;295,09;0;0
"LK Main-Spessart";157;0;6;0;126365;124,24;0;0
"LK Miesbach";587;0;11;0;99726;588,61;0;0
"LK Miltenberg";305;0;5;0;128756;236,88;1;0,78
"LK Mühldorf a.Inn";499;0;27;0;115250;432,97;0;0
"LK München";1442;2;92;2;348871;413,33;6;1,72
"LK Neu-Ulm";433;1;26;0;174200;248,56;4;2,3
"LK Neuburg-Schrobenhausen";333;0;18;0;96680;344,44;0;0
"LK Neumarkt i.d.OPf.";389;4;17;0;133561;291,25;6;4,49
"LK Neustadt a.d.Aisch-Bad Windsheim";244;0;6;0;100364;243,12;1;1
"LK Neustadt a.d.Waldnaab";828;1;71;0;94352;877,56;1;1,06
"LK Nürnberger Land";638;-3;44;-1;170365;374,49;2;1,17
"LK Oberallgäu";189;1;7;0;155362;121,65;5;3,22
"LK Ostallgäu";504;0;39;0;140316;359,19;0;0
"LK Passau";587;1;29;-1;192043;305,66;2;1,04
"LK Pfaffenhofen a.d.Ilm";383;1;21;0;127151;301,22;6;4,72
"LK Regen";196;0;11;0;77656;252,4;0;0
"LK Regensburg";505;0;15;0;193572;260,88;0;0
"LK Rhön-Grabfeld";196;0;6;0;79690;245,95;0;0
"LK Rosenheim";2287;0;194;0;260983;876,3;2;0,77
"LK Roth";287;0;7;0;126958;226,06;3;2,36
"LK Rottal-Inn";734;1;48;0;120659;608,33;1;0,83
"LK Schwandorf";507;0;19;0;147189;344,46;0;0
"LK Schweinfurt";517;2;25;0;115106;449,15;2;1,74
"LK Starnberg";540;0;13;0;136092;396,79;0;0
"LK Straubing-Bogen";552;4;29;0;100649;548,44;4;3,97
"LK Tirschenreuth";1141;0;138;0;72504;1573,71;0;0
"LK Traunstein";1326;1;88;0;177089;748,78;5;2,82
"LK Unterallgäu";271;0;14;0;144041;188,14;0;0
"LK Weilheim-Schongau";356;1;3;0;135348;263,03;3;2,22
"LK Weißenburg-Gunzenhausen";333;1;25;0;94393;352,78;1;1,06
"LK Wunsiedel i.Fichtelgebirge";660;0;39;0;73178;901,91;2;2,73
"LK Würzburg";422;8;7;0;161834;260,76;9;5,56
"SK Amberg";89;0;4;0;41970;212,06;0;0
"SK Ansbach";151;9;8;0;41847;360,84;1;2,39
"SK Aschaffenburg";116;0;1;0;70527;164,48;0;0
"SK Augsburg";432;0;15;0;295135;146,37;3;1,02
