"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";429;390;6;825
"'10-19";958;1120;4;2082
"20-29";2375;2677;35;5087
"30-39";2322;2423;33;4778
"40-49";2486;2951;27;5464
"50-59";3399;3706;26;7131
"60-69";2001;1706;12;3719
"70-79";1589;1445;12;3046
"80-89";1075;1609;3;2687
"90-99";152;520;4;676
"100+";0;8;0;8
"Unbekannt";7;13;0;20
"Gesamt";16793;18568;162;35523
