"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15096;13943;1;630;29670
"'10-19";25426;24815;5;756;51002
"20-29";43021;39892;4;1374;84291
"30-39";36883;34680;8;1258;72829
"40-49";34333;37000;5;1156;72494
"50-59";40895;41315;7;921;83138
"60-69";21424;19929;3;407;41763
"70-79";14017;14996;6;276;29295
"80-89";10627;19088;18;313;30046
"90-99";2003;6864;5;101;8973
"100+";32;143;0;4;179
"Unbekannt";37;31;0;29;97
"Gesamt";243794;252696;62;7225;503777
