"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2574;14;49;0;134655;1911,55;202;150,01
"LK Altötting";2742;7;93;6;111516;2458,84;174;156,03
"LK Amberg-Sulzbach";2141;13;83;1;103049;2077,65;223;216,4
"LK Ansbach";3146;60;72;2;184591;1704,31;264;143,02
"LK Aschaffenburg";3458;27;76;2;174200;1985,07;348;199,77
"LK Augsburg";5665;173;64;1;253468;2235;562;221,72
"LK Bad Kissingen";1326;24;25;1;103235;1284,45;189;183,08
"LK Bad Tölz-Wolfratshausen";2388;27;20;1;127917;1866,84;173;135,24
"LK Bamberg";2232;29;59;0;147163;1516,69;260;176,67
"LK Bayreuth";1544;11;36;2;103664;1489,43;249;240,2
"LK Berchtesgadener Land";2487;9;58;2;105929;2347,8;145;136,88
"LK Cham";2276;14;47;3;127998;1778,15;195;152,35
"LK Coburg";2004;27;70;1;86747;2310,17;237;273,21
"LK Dachau";4283;105;78;1;154899;2765,03;275;177,54
"LK Deggendorf";2402;35;46;6;119478;2010,41;381;318,89
"LK Dillingen a.d.Donau";1788;33;71;2;96562;1851,66;165;170,87
"LK Dingolfing-Landau";2325;29;46;2;96683;2404,77;186;192,38
"LK Donau-Ries";2424;18;51;0;133783;1811,89;235;175,66
"LK Ebersberg";3273;79;57;1;143649;2278,47;364;253,4
"LK Eichstätt";2235;14;42;0;132881;1681,96;223;167,82
"LK Erding";3811;119;29;0;138182;2757,96;319;230,85
"LK Erlangen-Höchstadt";2343;31;61;7;137262;1706,95;243;177,03
"LK Forchheim";1952;38;32;4;116203;1679,82;276;237,52
"LK Freising";3961;27;55;0;180007;2200,47;306;169,99
"LK Freyung-Grafenau";2294;35;54;1;78362;2927,44;294;375,18
"LK Fürstenfeldbruck";5267;54;82;1;219311;2401,61;396;180,57
"LK Fürth";2575;26;109;0;117853;2184,93;236;200,25
"LK Garmisch-Partenkirchen";1586;6;39;0;88424;1793,63;154;174,16
"LK Günzburg";3329;14;56;2;127027;2620,7;295;232,23
"LK Haßberge";1516;14;36;1;84384;1796,55;136;161,17
"LK Hof";2094;22;59;2;94801;2208,84;283;298,52
"LK Kelheim";2132;14;41;0;123058;1732,52;213;173,09
"LK Kitzingen";1286;7;15;1;91155;1410,78;145;159,07
"LK Kronach";1338;13;24;0;66743;2004,7;155;232,23
"LK Kulmbach";1074;2;15;0;71566;1500,71;127;177,46
"LK Landsberg a.Lech";2222;58;26;0;120302;1847,02;185;153,78
"LK Landshut";3463;47;93;2;159895;2165,8;284;177,62
"LK Lichtenfels";1363;3;36;1;66776;2041,15;114;170,72
"LK Lindau";1622;16;33;3;81981;1978,51;162;197,61
"LK Main-Spessart";2228;49;117;3;126158;1766,04;292;231,46
"LK Miesbach";2158;11;17;1;100010;2157,78;131;130,99
"LK Miltenberg";2428;33;40;2;128743;1885,93;222;172,44
"LK Mühldorf a.Inn";3085;43;64;2;115872;2662,42;300;258,91
"LK München";7849;111;133;0;350473;2239,54;761;217,14
"LK Neu-Ulm";3568;10;52;0;175204;2036,48;323;184,36
"LK Neuburg-Schrobenhausen";1944;13;45;0;97303;1997,88;189;194,24
"LK Neumarkt i.d.OPf.";2700;14;67;0;134573;2006,35;410;304,67
"LK Neustadt a.d.Aisch-Bad Windsheim";1669;10;29;0;101014;1652,25;139;137,6
"LK Neustadt a.d.Waldnaab";2527;16;87;0;94450;2675,49;279;295,39
"LK Nürnberger Land";3376;42;80;3;170792;1976,67;449;262,89
"LK Oberallgäu";2519;0;26;0;156008;1614,66;297;190,37
"LK Ostallgäu";2918;7;57;1;141182;2066,84;278;196,91
"LK Passau";5953;44;82;3;192656;3089,96;704;365,42
"LK Pfaffenhofen a.d.Ilm";2699;33;70;3;128227;2104,86;334;260,48
"LK Regen";2643;22;63;4;77410;3414,29;434;560,65
"LK Regensburg";3492;13;40;0;194070;1799,35;320;164,89
"LK Rhön-Grabfeld";1229;9;17;0;79635;1543,29;110;138,13
"LK Rosenheim";7933;30;291;4;261330;3035,63;540;206,64
"LK Roth";2381;21;30;4;126749;1878,52;296;233,53
"LK Rottal-Inn";3341;8;81;1;121502;2749,75;300;246,91
"LK Schwandorf";3107;0;47;0;147872;2101,14;183;123,76
"LK Schweinfurt";2486;13;68;2;115445;2153,41;148;128,2
"LK Starnberg";2531;32;18;0;136667;1851,95;212;155,12
"LK Straubing-Bogen";2283;12;71;0;101120;2257,71;240;237,34
"LK Tirschenreuth";2263;7;172;6;72046;3141,05;163;226,24
"LK Traunstein";5261;7;142;0;177319;2966,97;249;140,42
"LK Unterallgäu";2452;22;49;0;145341;1687,07;274;188,52
"LK Weilheim-Schongau";2268;16;25;0;135478;1674,07;177;130,65
"LK Weißenburg-Gunzenhausen";1672;18;39;0;94734;1764,94;155;163,62
"LK Wunsiedel i.Fichtelgebirge";1729;6;63;2;72655;2379,74;108;148,65
"LK Würzburg";2091;21;35;1;162302;1288,34;117;72,09
"SK Amberg";614;0;8;1;42207;1454,73;52;123,2
"SK Ansbach";679;16;13;0;41798;1624,48;48;114,84
"SK Aschaffenburg";1275;13;21;1;71002;1795,72;213;299,99
"SK Augsburg";8813;46;173;1;296582;2971,52;671;226,24
"SK Bamberg";1301;9;41;0;77373;1681,47;153;197,74
"SK Bayreuth";1084;5;25;2;74783;1449,53;144;192,56
"SK Coburg";789;23;13;1;41072;1921,02;156;379,82
"SK Erlangen";1982;22;35;3;112528;1761,34;196;174,18
"SK Fürth";3269;27;64;0;128497;2544,03;301;234,25
"SK Hof";1201;9;26;0;45825;2620,84;170;370,98
"SK Ingolstadt";2961;23;52;0;137392;2155,15;306;222,72
"SK Kaufbeuren";1095;1;35;0;44398;2466,33;69;155,41
"SK Kempten";1169;0;17;0;69151;1690,5;143;206,79
"SK Landshut";1648;23;30;2;73411;2244,9;137;186,62
"SK Memmingen";775;12;11;0;44100;1757,37;79;179,14
"SK München";40715;215;490;6;1484226;2743,18;4058;273,41
"SK Nürnberg";14839;337;208;0;518370;2862,63;1986;383,12
"SK Passau";1683;20;35;2;52803;3187,32;170;321,95
"SK Regensburg";3402;20;27;1;153094;2222,16;195;127,37
"SK Rosenheim";2135;5;30;0;63551;3359,51;114;179,38
"SK Schwabach";1022;23;32;1;40981;2493,84;162;395,31
"SK Schweinfurt";1155;3;35;0;53426;2161,87;59;110,43
"SK Straubing";1161;5;58;3;47791;2429,33;91;190,41
"SK Weiden i.d.OPf.";1272;5;28;0;42743;2975,93;149;348,6
"SK Würzburg";2136;32;59;2;127934;1669,61;175;136,79
