"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";596;570;6;1172
"'10-19";1239;1454;9;2702
"20-29";3374;3453;30;6857
"30-39";2992;3055;19;6066
"40-49";3056;3743;12;6811
"50-59";4159;4684;4;8847
"60-69";2469;2101;5;4575
"70-79";2020;1928;2;3950
"80-89";1480;2356;2;3838
"90-99";240;777;2;1019
"100+";2;15;0;17
"Unbekannt";4;5;0;9
"Gesamt";21631;24141;91;45863
