"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";14049;12999;1;581;27630
"'10-19";24068;23624;4;717;48413
"20-29";41043;38166;4;1334;80547
"30-39";35034;33011;8;1236;69289
"40-49";32638;35299;5;1128;69070
"50-59";39068;39613;6;905;79592
"60-69";20470;19010;3;397;39880
"70-79";13561;14523;6;271;28361
"80-89";10421;18750;18;310;29499
"90-99";1977;6798;5;101;8881
"100+";33;141;0;4;178
"Unbekannt";34;31;0;26;91
"Gesamt";232396;241965;60;7010;481431
