"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";313;19;20;0;133596;234,29;19;14,22
"LK Altötting";604;0;53;0;111210;543,12;3;2,7
"LK Amberg-Sulzbach";496;0;47;0;103109;481,04;2;1,94
"LK Ansbach";603;1;27;0;183949;327,81;1;0,54
"LK Aschaffenburg";536;0;38;0;174208;307,68;3;1,72
"LK Augsburg";385;0;9;0;251534;153,06;1;0,4
"LK Bad Kissingen";257;0;18;0;103218;248,99;4;3,88
"LK Bad Tölz-Wolfratshausen";423;0;10;0;127227;332,48;0;0
"LK Bamberg";418;1;36;0;147086;284,19;5;3,4
"LK Bayreuth";421;0;27;0;103656;406,15;1;0,96
"LK Berchtesgadener Land";304;0;22;0;105722;287,55;0;0
"LK Cham";430;0;21;0;127882;336,25;0;0
"LK Coburg";340;3;26;2;86906;391,23;30;34,52
"LK Dachau";914;0;27;0;153884;593,95;0;0
"LK Deggendorf";326;2;13;0;119326;273,2;4;3,35
"LK Dillingen a.d.Donau";267;0;29;0;96021;278,06;0;0
"LK Dingolfing-Landau";213;0;9;0;96217;221,37;3;3,12
"LK Donau-Ries";353;0;23;0;133496;264,43;0;0
"LK Ebersberg";514;2;5;0;142142;361,61;6;4,22
"LK Eichstätt";290;0;18;0;132341;219,13;2;1,51
"LK Erding";616;1;12;0;137660;447,48;1;0,73
"LK Erlangen-Höchstadt";247;1;8;0;136271;181,26;1;0,73
"LK Forchheim";207;0;4;0;116099;178,3;0;0
"LK Freising";956;0;42;0;179116;533,73;3;1,67
"LK Freyung-Grafenau";195;4;12;0;78355;248,87;4;5,1
"LK Fürstenfeldbruck";899;2;35;0;219320;409,9;2;0,91
"LK Fürth";494;0;57;0;117387;420,83;0;0
"LK Garmisch-Partenkirchen";286;0;18;0;88467;323,28;0;0
"LK Günzburg";237;0;4;0;125747;188,47;0;0
"LK Haßberge";161;1;6;0;84599;190,31;3;3,55
"LK Hof";426;0;32;0;95311;446,96;0;0
"LK Kelheim";443;0;35;0;122258;362,35;0;0
"LK Kitzingen";192;0;3;0;90909;211,2;1;1,1
"LK Kronach";164;0;3;0;67135;244,28;3;4,47
"LK Kulmbach";245;0;11;0;71845;341,01;0;0
"LK Landsberg a.Lech";365;0;10;0;120071;303,99;1;0,83
"LK Landshut";673;0;29;0;158698;424,08;8;5,04
"LK Lichtenfels";287;5;15;0;66838;429,4;14;20,95
"LK Lindau";241;0;8;0;81669;295,09;0;0
"LK Main-Spessart";156;0;6;0;126365;123,45;5;3,96
"LK Miesbach";584;2;11;0;99726;585,6;6;6,02
"LK Miltenberg";294;0;5;0;128756;228,34;5;3,88
"LK Mühldorf a.Inn";497;-1;27;0;115250;431,24;0;0
"LK München";1402;-24;72;0;348871;401,87;11;3,15
"LK Neu-Ulm";428;1;26;1;174200;245,69;2;1,15
"LK Neuburg-Schrobenhausen";330;0;14;0;96680;341,33;3;3,1
"LK Neumarkt i.d.OPf.";380;0;15;0;133561;284,51;9;6,74
"LK Neustadt a.d.Aisch-Bad Windsheim";242;0;6;0;100364;241,12;0;0
"LK Neustadt a.d.Waldnaab";819;0;71;1;94352;868,03;2;2,12
"LK Nürnberger Land";625;-2;45;1;170365;366,86;1;0,59
"LK Oberallgäu";182;0;7;0;155362;117,15;4;2,57
"LK Ostallgäu";503;0;38;0;140316;358,48;0;0
"LK Passau";584;3;26;0;192043;304,1;3;1,56
"LK Pfaffenhofen a.d.Ilm";373;0;19;0;127151;293,35;3;2,36
"LK Regen";196;0;11;0;77656;252,4;0;0
"LK Regensburg";496;3;15;0;193572;256,24;25;12,92
"LK Rhön-Grabfeld";193;0;6;0;79690;242,19;1;1,25
"LK Rosenheim";2278;5;189;-1;260983;872,85;9;3,45
"LK Roth";291;0;7;0;126958;229,21;0;0
"LK Rottal-Inn";735;1;45;0;120659;609,15;1;0,83
"LK Schwandorf";507;2;19;0;147189;344,46;4;2,72
"LK Schweinfurt";511;1;25;0;115106;443,94;4;3,48
"LK Starnberg";537;0;12;0;136092;394,59;9;6,61
"LK Straubing-Bogen";551;0;28;0;100649;547,45;8;7,95
"LK Tirschenreuth";1133;0;137;0;72504;1562,67;0;0
"LK Traunstein";1314;1;87;0;177089;742;15;8,47
"LK Unterallgäu";271;0;14;0;144041;188,14;0;0
"LK Weilheim-Schongau";353;0;3;0;135348;260,81;0;0
"LK Weißenburg-Gunzenhausen";331;3;25;1;94393;350,66;2;2,12
"LK Wunsiedel i.Fichtelgebirge";656;0;39;0;73178;896,44;2;2,73
"LK Würzburg";410;-1;9;0;161834;253,35;1;0,62
"SK Amberg";85;1;4;0;41970;202,53;3;7,15
"SK Ansbach";138;0;8;0;41847;329,77;0;0
"SK Aschaffenburg";115;1;1;0;70527;163,06;1;1,42
"SK Augsburg";410;1;15;0;295135;138,92;4;1,36
"SK Bamberg";198;0;20;0;77592;255,18;5;6,44
"SK Bayreuth";209;0;12;0;74657;279,95;0;0
"SK Coburg";93;1;1;0;41249;225,46;3;7,27
"SK Erlangen";260;0;11;0;111962;232,22;1;0,89
"SK Fürth";394;1;35;0;127748;308,42;2;1,57
"SK Hof";142;0;4;0;45930;309,17;1;2,18
"SK Ingolstadt";467;0;36;0;136981;340,92;8;5,84
"SK Kaufbeuren";111;0;5;0;43893;252,89;0;0
"SK Kempten";102;0;10;0;68907;148,03;0;0
"SK Landshut";277;0;10;0;72404;382,58;0;0
"SK Memmingen";51;0;0;0;43837;116,34;0;0
