"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";498;9;20;0;133596;372,77;23;17,22
"LK Altötting";749;-4;55;0;111210;673,5;10;8,99
"LK Amberg-Sulzbach";542;1;54;0;103109;525,66;9;8,73
"LK Ansbach";690;0;28;0;183949;375,1;11;5,98
"LK Aschaffenburg";693;7;42;0;174208;397,8;18;10,33
"LK Augsburg";737;7;11;0;251534;293;47;18,69
"LK Bad Kissingen";288;0;18;0;103218;279,02;4;3,88
"LK Bad Tölz-Wolfratshausen";638;3;10;0;127227;501,47;13;10,22
"LK Bamberg";498;4;37;0;147086;338,58;19;12,92
"LK Bayreuth";451;0;28;0;103656;435,09;2;1,93
"LK Berchtesgadener Land";445;6;25;0;105722;420,92;16;15,13
"LK Cham";509;1;21;0;127882;398,02;9;7,04
"LK Coburg";443;1;30;0;86906;509,75;4;4,6
"LK Dachau";1237;2;34;0;153884;803,85;25;16,25
"LK Deggendorf";456;0;16;0;119326;382,15;7;5,87
"LK Dillingen a.d.Donau";374;0;29;0;96021;389,5;6;6,25
"LK Dingolfing-Landau";963;6;10;0;96217;1000,86;64;66,52
"LK Donau-Ries";479;2;23;0;133496;358,81;23;17,23
"LK Ebersberg";749;11;5;0;142142;526,94;28;19,7
"LK Eichstätt";418;1;20;0;132341;315,85;5;3,78
"LK Erding";856;0;11;0;137660;621,82;18;13,08
"LK Erlangen-Höchstadt";372;2;11;0;136271;272,99;3;2,2
"LK Forchheim";295;4;4;0;116099;254,09;8;6,89
"LK Freising";1304;3;46;0;179116;728,02;39;21,77
"LK Freyung-Grafenau";239;0;12;0;78355;305,02;13;16,59
"LK Fürstenfeldbruck";1275;8;36;0;219320;581,34;64;29,18
"LK Fürth";585;0;58;0;117387;498,35;12;10,22
"LK Garmisch-Partenkirchen";425;33;20;0;88467;480,41;13;14,69
"LK Günzburg";398;1;4;0;125747;316,51;27;21,47
"LK Haßberge";218;1;6;0;84599;257,69;19;22,46
