"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";15637;14452;1;647;30737
"'10-19";26284;25659;5;774;52722
"20-29";44179;40990;4;1388;86561
"30-39";38016;35652;8;1277;74953
"40-49";35362;38015;5;1184;74566
"50-59";42168;42429;7;940;85544
"60-69";21993;20478;3;417;42891
"70-79";14313;15280;6;278;29877
"80-89";10742;19273;18;316;30349
"90-99";2014;6908;5;104;9031
"100+";34;146;0;5;185
"Unbekannt";39;33;0;29;101
"Gesamt";250781;259315;62;7359;517517
