"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";655;612;2;1269
"'10-19";1316;1501;2;2819
"20-29";3624;3601;12;7237
"30-39";3182;3167;8;6357
"40-49";3145;3842;4;6991
"50-59";4281;4830;1;9112
"60-69";2527;2184;0;4711
"70-79";2064;1972;1;4037
"80-89";1514;2448;1;3963
"90-99";246;810;1;1057
"100+";3;14;1;18
"Unbekannt";6;3;0;9
"Gesamt";22563;24984;33;47580
