"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";4620;38;91;1;134655;3430,99;285;211,65
"LK Altötting";5354;27;200;0;111516;4801,1;234;209,84
"LK Amberg-Sulzbach";4495;10;148;0;103049;4362;140;135,86
"LK Ansbach";7348;57;163;1;184591;3980,69;366;198,28
"LK Aschaffenburg";7288;36;195;0;174200;4183,7;228;130,88
"LK Augsburg";10014;89;195;0;253468;3950,79;519;204,76
"LK Bad Kissingen";3124;41;94;0;103235;3026,11;163;157,89
"LK Bad Tölz-Wolfratshausen";4459;32;68;0;127917;3485,85;196;153,22
"LK Bamberg";4763;19;131;1;147163;3236,55;220;149,49
"LK Bayreuth";4598;12;154;1;103664;4435,48;130;125,41
"LK Berchtesgadener Land";5373;27;99;0;105929;5072,27;130;122,72
"LK Cham";6433;36;165;1;127998;5025,86;289;225,78
"LK Coburg";3999;38;147;0;86747;4609,96;157;180,99
"LK Dachau";7562;45;134;0;154899;4881,89;389;251,13
"LK Deggendorf";6091;52;134;1;119478;5098,01;267;223,47
"LK Dillingen a.d.Donau";3178;27;105;1;96562;3291,15;162;167,77
"LK Dingolfing-Landau";4913;40;85;0;96683;5081,56;286;295,81
"LK Donau-Ries";5189;32;151;1;133783;3878,67;331;247,42
"LK Ebersberg";5699;34;172;0;143649;3967,31;166;115,56
"LK Eichstätt";4564;30;77;0;132881;3434,65;224;168,57
"LK Erding";6392;47;108;0;138182;4625,78;288;208,42
"LK Erlangen-Höchstadt";4836;25;122;0;137262;3523,19;207;150,81
"LK Forchheim";4337;27;105;0;116203;3732,26;130;111,87
"LK Freising";7538;11;120;0;180007;4187,61;317;176,1
"LK Freyung-Grafenau";4493;23;117;1;78362;5733,65;186;237,36
"LK Fürstenfeldbruck";8845;26;130;0;219311;4033,09;336;153,21
"LK Fürth";4764;24;198;1;117853;4042,32;188;159,52
"LK Garmisch-Partenkirchen";3245;25;86;0;88424;3669,82;77;87,08
"LK Günzburg";5646;61;100;0;127027;4444,72;322;253,49
"LK Haßberge";3625;44;83;1;84384;4295,84;291;344,85
"LK Hof";5850;24;137;0;94801;6170,82;255;268,98
"LK Kelheim";5140;69;102;8;123058;4176,89;275;223,47
"LK Kitzingen";2867;26;81;0;91155;3145,19;125;137,13
"LK Kronach";3637;13;88;0;66743;5449,26;205;307,15
"LK Kulmbach";3810;28;109;0;71566;5323,76;154;215,19
"LK Landsberg a.Lech";3763;20;64;0;120302;3127,96;129;107,23
"LK Landshut";6997;57;160;0;159895;4376;465;290,82
"LK Lichtenfels";3084;30;75;1;66776;4618,43;167;250,09
"LK Lindau";3089;13;62;0;81981;3767,95;108;131,74
"LK Main-Spessart";4257;20;199;2;126158;3374,34;149;118,11
"LK Miesbach";3920;25;71;0;100010;3919,61;159;158,98
"LK Miltenberg";5164;17;120;0;128743;4011,09;214;166,22
"LK Mühldorf a.Inn";6325;68;138;0;115872;5458,61;401;346,07
"LK München";13967;41;283;0;350473;3985,19;461;131,54
"LK Neu-Ulm";6267;59;106;0;175204;3576,97;372;212,32
"LK Neuburg-Schrobenhausen";3729;21;70;0;97303;3832,36;156;160,32
"LK Neumarkt i.d.OPf.";5517;56;118;0;134573;4099,63;242;179,83
"LK Neustadt a.d.Aisch-Bad Windsheim";3826;85;97;0;101014;3787,59;255;252,44
"LK Neustadt a.d.Waldnaab";5021;13;160;0;94450;5316,04;106;112,23
"LK Nürnberger Land";6585;47;164;0;170792;3855,57;241;141,11
"LK Oberallgäu";5350;33;67;0;156008;3429,31;258;165,38
"LK Ostallgäu";6272;38;119;0;141182;4442,49;285;201,87
"LK Passau";12099;38;353;0;192656;6280,11;311;161,43
"LK Pfaffenhofen a.d.Ilm";5129;22;155;1;128227;3999,94;234;182,49
"LK Regen";5216;20;159;0;77410;6738,15;154;198,94
"LK Regensburg";7210;40;175;0;194070;3715,15;368;189,62
"LK Rhön-Grabfeld";3127;31;80;0;79635;3926,67;133;167,01
"LK Rosenheim";12770;44;445;-1;261330;4886,54;344;131,63
"LK Roth";5172;24;163;0;126749;4080,51;162;127,81
"LK Rottal-Inn";6508;17;162;0;121502;5356,29;327;269,13
"LK Schwandorf";7651;32;147;1;147872;5174,07;176;119,02
"LK Schweinfurt";4243;25;121;1;115445;3675,34;126;109,14
"LK Starnberg";4723;20;108;0;136667;3455,85;187;136,83
"LK Straubing-Bogen";4788;12;134;0;101120;4734,97;190;187,9
"LK Tirschenreuth";5166;8;259;1;72046;7170,42;50;69,4
"LK Traunstein";9913;52;203;0;177319;5590,49;440;248,14
"LK Unterallgäu";5909;50;128;0;145341;4065,61;315;216,73
"LK Weilheim-Schongau";4372;16;69;0;135478;3227,09;150;110,72
"LK Weißenburg-Gunzenhausen";3497;24;110;0;94734;3691,39;152;160,45
"LK Wunsiedel i.Fichtelgebirge";4801;12;191;0;72655;6607,94;86;118,37
"LK Würzburg";3983;8;67;0;162302;2454,07;166;102,28
"SK Amberg";1606;16;20;0;42207;3805,06;74;175,33
"SK Ansbach";1612;6;44;0;41798;3856,64;71;169,86
"SK Aschaffenburg";2912;23;104;0;71002;4101,29;136;191,54
"SK Augsburg";15670;68;374;1;296582;5283,53;606;204,33
"SK Bamberg";2787;4;99;0;77373;3602,03;103;133,12
"SK Bayreuth";3224;15;104;0;74783;4311,14;133;177,85
"SK Coburg";1976;17;86;0;41072;4811,06;99;241,04
"SK Erlangen";3571;15;91;1;112528;3173,43;126;111,97
"SK Fürth";6601;51;195;4;128497;5137,08;349;271,6
"SK Hof";3631;25;112;1;45825;7923,62;151;329,51
"SK Ingolstadt";5288;42;98;2;137392;3848,84;286;208,16
"SK Kaufbeuren";2081;4;49;0;44398;4687,15;78;175,68
"SK Kempten";2517;27;38;0;69151;3639,86;203;293,56
"SK Landshut";3566;14;104;0;73411;4857,58;182;247,92
"SK Memmingen";1753;16;23;0;44100;3975,06;100;226,76
"SK München";66201;365;1159;3;1484226;4460,3;2179;146,81
"SK Nürnberg";30591;157;884;1;518370;5901,38;1079;208,15
"SK Passau";3259;2;112;0;52803;6172;61;115,52
"SK Regensburg";6219;43;71;0;153094;4062,21;326;212,94
"SK Rosenheim";3575;16;57;0;63551;5625,4;104;163,65
"SK Schwabach";1996;5;104;0;40981;4870,55;61;148,85
"SK Schweinfurt";2410;13;71;0;53426;4510,91;113;211,51
"SK Straubing";2065;7;80;0;47791;4320,9;90;188,32
"SK Weiden i.d.OPf.";2591;7;73;0;42743;6061,81;50;116,98
"SK Würzburg";3946;17;108;0;127934;3084,4;167;130,54
