"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21505;19930;2;826;42263
"'10-19";34395;33046;7;988;68436
"20-29";54874;50039;5;1590;106508
"30-39";47487;44468;9;1466;93430
"40-49";44455;46692;7;1352;92506
"50-59";52082;50859;7;1076;104024
"60-69";26449;24695;3;472;51619
"70-79";16325;17462;6;294;34087
"80-89";11611;20619;18;327;32575
"90-99";2136;7273;5;110;9524
"100+";25;152;0;5;182
"Unbekannt";36;33;0;10;79
"Gesamt";311380;315268;69;8516;NA
