"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";22312;20676;1;780;43769
"'10-19";35443;34027;5;946;70421
"20-29";56003;51079;4;1524;108610
"30-39";48506;45445;6;1405;95362
"40-49";45323;47597;4;1275;94199
"50-59";52873;51609;6;1016;105504
"60-69";26825;25019;2;439;52285
"70-79";16456;17651;2;266;34375
"80-89";11678;20776;12;297;32763
"90-99";2150;7346;2;87;9585
"100+";24;153;0;4;181
"Unbekannt";23;22;0;8;53
"Gesamt";317616;321400;44;8047;647107
