"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";21872;20316;2;838;43028
"'10-19";34855;33503;7;985;69350
"20-29";55434;50527;5;1588;107554
"30-39";48016;44958;9;1467;94450
"40-49";44910;47144;6;1334;93394
"50-59";52505;51280;7;1070;104862
"60-69";26634;24861;3;461;51959
"70-79";16395;17567;6;291;34259
"80-89";11639;20698;18;326;32681
"90-99";2144;7316;5;107;9572
"100+";24;151;0;5;180
"Unbekannt";28;29;0;9;66
"Gesamt";314456;318350;68;8481;NA
