"Altersgruppe";"männlich";"weiblich";"unbekannt";"Gesamt"
"0-9";655;613;2;1270
"'10-19";1316;1502;2;2820
"20-29";3632;3608;12;7252
"30-39";3189;3173;8;6370
"40-49";3146;3842;4;6992
"50-59";4283;4834;1;9118
"60-69";2531;2185;0;4716
"70-79";2063;1973;1;4037
"80-89";1518;2449;1;3968
"90-99";247;811;1;1059
"100+";3;14;1;18
"Unbekannt";6;3;0;9
"Gesamt";22589;25007;33;47629
