"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";2655;2482;0;72;5209
"'10-19";5852;5525;0;108;11485
"20-29";11173;10091;0;211;21475
"30-39";8644;7750;1;151;16546
"40-49";7847;8505;0;133;16485
"50-59";9326;9171;1;106;18604
"60-69";4719;4175;0;40;8934
"70-79";3345;3237;0;25;6607
"80-89";2160;3412;0;20;5592
"90-99";340;1098;0;2;1440
"100+";5;27;0;0;32
"Unbekannt";42;54;0;30;126
"Gesamt";56108;55527;2;898;112535
