"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";12068;11168;1;534;23771
"'10-19";21805;21457;4;673;43939
"20-29";37535;35000;4;1269;73808
"30-39";31713;30077;8;1159;62957
"40-49";29615;32434;4;1077;63130
"50-59";35680;36609;6;846;73141
"60-69";18809;17523;3;388;36723
"70-79";12714;13695;6;257;26672
"80-89";10019;18161;18;304;28502
"90-99";1932;6680;5;100;8717
"100+";31;136;0;4;171
"Unbekannt";25;26;0;24;75
"Gesamt";211946;222966;59;6635;441606
