"Altersgruppe";"männlich";"weiblich";"divers";"unbekannt";"Gesamt"
"0-9";6876;6318;0;295;13489
"'10-19";13375;12785;1;388;26549
"20-29";22613;20479;2;682;43776
"30-39";18375;17080;2;637;36094
"40-49";17212;18399;3;577;36191
"50-59";20290;20237;2;408;40937
"60-69";10306;9423;3;186;19918
"70-79";6924;7174;0;107;14205
"80-89";4899;8640;0;72;13611
"90-99";915;3058;0;23;3996
"100+";19;79;0;4;102
"Unbekannt";87;82;0;40;209
"Gesamt";121891;123754;13;3419;249077
