"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";5125;13;96;1;134655;3806,02;58;43,07
"LK Altötting";5946;12;208;0;111516;5331,97;80;71,74
"LK Amberg-Sulzbach";4770;6;157;0;103049;4628,87;52;50,46
"LK Ansbach";8177;5;174;1;184591;4429,79;103;55,8
"LK Aschaffenburg";7878;7;208;1;174200;4522,39;96;55,11
"LK Augsburg";11186;18;216;1;253468;4413,18;167;65,89
"LK Bad Kissingen";3570;19;101;1;103235;3458,13;77;74,59
"LK Bad Tölz-Wolfratshausen";4969;13;78;0;127917;3884,55;76;59,41
"LK Bamberg";5423;21;137;0;147163;3685,03;94;63,87
"LK Bayreuth";4899;5;159;1;103664;4725,85;39;37,62
"LK Berchtesgadener Land";5795;16;99;0;105929;5470,65;100;94,4
"LK Cham";7072;11;178;1;127998;5525,09;107;83,6
"LK Coburg";4719;16;159;0;86747;5439,96;109;125,65
"LK Dachau";8128;10;139;1;154899;5247,29;58;37,44
"LK Deggendorf";6860;9;149;0;119478;5741,64;143;119,69
"LK Dillingen a.d.Donau";3597;12;111;0;96562;3725,07;94;97,35
"LK Dingolfing-Landau";5649;15;93;1;96683;5842,81;84;86,88
"LK Donau-Ries";5750;12;158;0;133783;4298;88;65,78
"LK Ebersberg";6255;13;176;0;143649;4354,36;80;55,69
"LK Eichstätt";4956;7;82;1;132881;3729,65;58;43,65
"LK Erding";6852;17;116;1;138182;4958,68;59;42,7
"LK Erlangen-Höchstadt";5266;6;128;0;137262;3836,46;65;47,35
"LK Forchheim";4674;10;113;0;116203;4022,27;52;44,75
"LK Freising";8010;-101;127;0;180007;4449,83;55;30,55
"LK Freyung-Grafenau";4853;17;126;0;78362;6193,05;75;95,71
"LK Fürstenfeldbruck";9547;-2;137;2;219311;4353,18;77;35,11
"LK Fürth";5224;25;205;0;117853;4432,64;83;70,43
"LK Garmisch-Partenkirchen";3518;5;87;0;88424;3978,56;34;38,45
"LK Günzburg";6571;32;107;1;127027;5172,92;198;155,87
"LK Haßberge";3986;16;86;0;84384;4723,64;55;65,18
"LK Hof";6289;14;152;0;94801;6633,9;67;70,67
"LK Kelheim";5848;15;106;0;123058;4752,23;125;101,58
"LK Kitzingen";3119;11;85;0;91155;3421,64;55;60,34
"LK Kronach";4070;11;92;1;66743;6098,02;66;98,89
"LK Kulmbach";4048;2;116;0;71566;5656,32;27;37,73
"LK Landsberg a.Lech";4016;5;67;0;120302;3338,27;47;39,07
"LK Landshut";7886;19;169;0;159895;4931,99;113;70,67
"LK Lichtenfels";3464;6;82;0;66776;5187,49;72;107,82
"LK Lindau";3291;2;62;0;81981;4014,34;26;31,71
"LK Main-Spessart";4623;8;212;1;126158;3664,45;75;59,45
"LK Miesbach";4443;13;81;0;100010;4442,56;99;98,99
"LK Miltenberg";5821;12;127;0;128743;4521,41;117;90,88
"LK Mühldorf a.Inn";6899;6;153;0;115872;5953,98;47;40,56
"LK München";15129;28;288;0;350473;4316,74;169;48,22
"LK Neu-Ulm";7325;53;115;0;175204;4180,84;223;127,28
"LK Neuburg-Schrobenhausen";4065;7;74;0;97303;4177,67;63;64,75
"LK Neumarkt i.d.OPf.";6341;25;123;0;134573;4711,94;117;86,94
"LK Neustadt a.d.Aisch-Bad Windsheim";4316;11;106;0;101014;4272,68;63;62,37
"LK Neustadt a.d.Waldnaab";5201;6;164;0;94450;5506,62;42;44,47
"LK Nürnberger Land";7230;29;175;0;170792;4233,22;117;68,5
"LK Oberallgäu";5934;1;85;1;156008;3803,65;110;70,51
"LK Ostallgäu";7017;11;126;0;141182;4970,18;100;70,83
"LK Passau";12831;19;362;1;192656;6660,06;109;56,58
"LK Pfaffenhofen a.d.Ilm";5566;12;158;0;128227;4340,74;58;45,23
"LK Regen";5481;9;160;0;77410;7080,48;37;47,8
"LK Regensburg";8025;35;187;1;194070;4135,11;152;78,32
"LK Rhön-Grabfeld";3482;9;86;0;79635;4372,45;61;76,6
"LK Rosenheim";13633;28;451;0;261330;5216,78;155;59,31
"LK Roth";5614;6;170;0;126749;4429,23;40;31,56
"LK Rottal-Inn";7369;19;172;0;121502;6064,92;106;87,24
"LK Schwandorf";8269;19;154;1;147872;5592;104;70,33
"LK Schweinfurt";4975;20;127;1;115445;4309,41;129;111,74
"LK Starnberg";5030;9;112;0;136667;3680,48;45;32,93
"LK Straubing-Bogen";5286;12;140;0;101120;5227,45;78;77,14
"LK Tirschenreuth";5306;3;265;0;72046;7364,74;21;29,15
"LK Traunstein";10837;17;214;0;177319;6111,58;128;72,19
"LK Unterallgäu";6969;-4;147;0;145341;4794,93;196;134,86
"LK Weilheim-Schongau";4928;9;77;0;135478;3637,49;90;66,43
"LK Weißenburg-Gunzenhausen";3854;-2;114;-1;94734;4068,23;52;54,89
"LK Wunsiedel i.Fichtelgebirge";4996;1;197;1;72655;6876,33;16;22,02
"LK Würzburg";4320;11;71;0;162302;2661,7;60;36,97
"SK Amberg";1719;2;23;0;42207;4072,78;7;16,58
"SK Ansbach";1790;2;44;0;41798;4282,5;26;62,2
"SK Aschaffenburg";3354;14;109;1;71002;4723,81;46;64,79
"SK Augsburg";17474;24;395;1;296582;5891,79;279;94,07
"SK Bamberg";3015;7;105;1;77373;3896,71;38;49,11
"SK Bayreuth";3448;7;108;0;74783;4610,67;18;24,07
"SK Coburg";2326;7;90;0;41072;5663,23;56;136,35
"SK Erlangen";3891;9;93;1;112528;3457,81;56;49,77
"SK Fürth";7471;19;214;0;128497;5814,14;132;102,73
"SK Hof";3917;1;115;0;45825;8547,74;37;80,74
"SK Ingolstadt";5960;25;105;0;137392;4337,95;135;98,26
"SK Kaufbeuren";2327;7;54;0;44398;5241,23;50;112,62
"SK Kempten";2957;27;44;0;69151;4276,15;67;96,89
"SK Landshut";4003;15;107;0;73411;5452,86;71;96,72
"SK Memmingen";2142;14;24;0;44100;4857,14;104;235,83
"SK München";71648;180;1228;3;1484226;4827,3;764;51,47
"SK Nürnberg";33464;74;936;10;518370;6455,62;472;91,05
