"Regierungsbezirk Land-/Stadtkreis";"Anzahl Fälle";"Änderung zum Vortag Fälle";"Anzahl Todesfälle";"Änderung zum Vortag Todesfälle";"Population";"Fälle/100.000 kumulativ";"Fälle der letzten 7 Tage";"7-Tages-Inzidenz"
"LK Aichach-Friedberg";2940;0;49;0;134655;2183,36;93;69,07
"LK Altötting";3028;26;106;0;111516;2715,31;118;105,81
"LK Amberg-Sulzbach";2428;12;90;0;103049;2356,16;68;65,99
"LK Ansbach";3545;0;81;0;184591;1920,46;114;61,76
"LK Aschaffenburg";4307;66;116;14;174200;2472,45;216;124
"LK Augsburg";6412;1;93;0;253468;2529,71;239;94,29
"LK Bad Kissingen";1718;45;53;0;103235;1664,16;126;122,05
"LK Bad Tölz-Wolfratshausen";2751;25;32;0;127917;2150,61;164;128,21
"LK Bamberg";2768;42;78;8;147163;1880,91;180;122,31
"LK Bayreuth";2191;64;52;2;103664;2113,56;272;262,39
"LK Berchtesgadener Land";3087;67;67;0;105929;2914,22;312;294,54
"LK Cham";2710;72;61;0;127998;2117,22;161;125,78
"LK Coburg";2608;35;97;0;86747;3006,44;229;263,99
"LK Dachau";4826;43;82;0;154899;3115,58;156;100,71
"LK Deggendorf";3168;54;68;4;119478;2651,53;299;250,26
"LK Dillingen a.d.Donau";2070;33;85;1;96562;2143,7;125;129,45
"LK Dingolfing-Landau";2698;19;63;0;96683;2790,56;138;142,73
"LK Donau-Ries";2917;39;73;0;133783;2180,4;217;162,2
"LK Ebersberg";3804;34;66;0;143649;2648,12;170;118,34
"LK Eichstätt";2736;54;49;0;132881;2058,99;169;127,18
"LK Erding";4253;0;44;0;138182;3077,82;131;94,8
"LK Erlangen-Höchstadt";2841;36;75;0;137262;2069,76;157;114,38
"LK Forchheim";2484;31;60;0;116203;2137,64;187;160,93
"LK Freising";4559;0;64;0;180007;2532,68;199;110,55
"LK Freyung-Grafenau";2791;18;71;0;78362;3561,68;186;237,36
"LK Fürstenfeldbruck";5941;65;89;0;219311;2708,94;246;112,17
"LK Fürth";3050;29;117;0;117853;2587,97;205;173,95
"LK Garmisch-Partenkirchen";1959;19;45;0;88424;2215,46;98;110,83
"LK Günzburg";3759;33;74;0;127027;2959,21;138;108,64
"LK Haßberge";1977;37;41;0;84384;2342,86;159;188,42
"LK Hof";2551;36;77;0;94801;2690,9;206;217,3
"LK Kelheim";2528;21;52;0;123058;2054,32;189;153,59
"LK Kitzingen";1511;9;34;2;91155;1657,62;77;84,47
"LK Kronach";1628;13;33;1;66743;2439,21;112;167,81
"LK Kulmbach";1540;54;40;8;71566;2151,86;178;248,72
"LK Landsberg a.Lech";2451;14;32;0;120302;2037,37;82;68,16
"LK Landshut";4129;0;105;0;159895;2582,32;215;134,46
"LK Lichtenfels";1578;0;41;0;66776;2363,12;76;113,81
"LK Lindau";1862;22;38;1;81981;2271,26;74;90,26
"LK Main-Spessart";2678;30;164;2;126158;2122,73;139;110,18
"LK Miesbach";2570;48;24;0;100010;2569,74;135;134,99
"LK Miltenberg";3003;24;59;1;128743;2332,55;263;204,28
"LK Mühldorf a.Inn";3529;55;82;0;115872;3045,6;167;144,12
"LK München";9279;63;145;0;350473;2647,56;521;148,66
"LK Neu-Ulm";4009;42;75;6;175204;2288,19;159;90,75
"LK Neuburg-Schrobenhausen";2274;15;48;0;97303;2337,03;119;122,3
"LK Neumarkt i.d.OPf.";3280;69;78;0;134573;2437,34;252;187,26
"LK Neustadt a.d.Aisch-Bad Windsheim";1952;0;38;0;101014;1932,41;75;74,25
"LK Neustadt a.d.Waldnaab";2943;43;104;0;94450;3115,93;160;169,4
"LK Nürnberger Land";3962;55;113;2;170792;2319,78;229;134,08
"LK Oberallgäu";2914;19;30;0;156008;1867,85;96;61,54
"LK Ostallgäu";3278;23;72;0;141182;2321,83;89;63,04
"LK Passau";7512;185;126;5;192656;3899,18;585;303,65
"LK Pfaffenhofen a.d.Ilm";3181;51;108;0;128227;2480,76;176;137,26
"LK Regen";3238;59;93;1;77410;4182,92;219;282,91
"LK Regensburg";4029;36;54;0;194070;2076,06;157;80,9
"LK Rhön-Grabfeld";1632;37;32;2;79635;2049,35;156;195,89
"LK Rosenheim";8917;29;347;4;261330;3412,16;295;112,88
"LK Roth";3096;76;67;2;126749;2442,62;308;243
"LK Rottal-Inn";3967;79;97;0;121502;3264,97;323;265,84
"LK Schwandorf";3581;19;74;0;147872;2421,69;98;66,27
"LK Schweinfurt";2847;24;86;1;115445;2466,11;132;114,34
"LK Starnberg";2955;31;26;0;136667;2162,19;123;90
"LK Straubing-Bogen";2757;47;88;1;101120;2726,46;165;163,17
"LK Tirschenreuth";2734;22;180;0;72046;3794,8;163;226,24
"LK Traunstein";6019;78;155;0;177319;3394,45;324;182,72
"LK Unterallgäu";2981;56;63;2;145341;2051,04;222;152,74
"LK Weilheim-Schongau";2586;0;28;0;135478;1908,8;98;72,34
"LK Weißenburg-Gunzenhausen";2046;55;45;0;94734;2159,73;157;165,73
"LK Wunsiedel i.Fichtelgebirge";2211;47;79;1;72655;3043,15;244;335,83
"LK Würzburg";2343;32;39;0;162302;1443,61;116;71,47
"SK Amberg";680;5;8;0;42207;1611,11;17;40,28
"SK Ansbach";762;0;15;0;41798;1823,05;30;71,77
"SK Aschaffenburg";1570;21;43;10;71002;2211,21;58;81,69
"SK Augsburg";9962;39;210;0;296582;3358,94;414;139,59
"SK Bamberg";1444;13;60;10;77373;1866,28;37;47,82
"SK Bayreuth";1440;28;37;0;74783;1925,57;136;181,86
"SK Coburg";1219;29;26;0;41072;2967,96;113;275,13
"SK Erlangen";2254;14;55;1;112528;2003,06;93;82,65
"SK Fürth";3849;52;76;1;128497;2995,4;274;213,23
"SK Hof";1514;16;52;3;45825;3303,87;134;292,42
"SK Ingolstadt";3380;77;62;0;137392;2460,11;232;168,86
"SK Kaufbeuren";1211;7;41;0;44398;2727,6;30;67,57
"SK Kempten";1316;0;19;0;69151;1903,08;35;50,61
"SK Landshut";2045;0;42;0;73411;2785,69;101;137,58
"SK Memmingen";953;7;14;0;44100;2161;52;117,91
"SK München";46315;387;633;4;1484226;3120,48;1921;129,43
"SK Nürnberg";18219;59;304;0;518370;3514,67;1078;207,96
"SK Passau";2073;40;45;2;52803;3925,91;127;240,52
"SK Regensburg";3785;37;32;0;153094;2472,34;134;87,53
"SK Rosenheim";2416;20;37;0;63551;3801,67;90;141,62
"SK Schwabach";1265;8;64;0;40981;3086,8;79;192,77
"SK Schweinfurt";1313;12;37;0;53426;2457,6;46;86,1
"SK Straubing";1338;14;61;0;47791;2799,69;60;125,55
"SK Weiden i.d.OPf.";1534;15;42;0;42743;3588,89;88;205,88
"SK Würzburg";2404;12;73;0;127934;1879,09;87;68
